"GeneName",Med(Ess(WT)) – Med(Ess(MT))
"TCP11",0.005145216683127
"KIF1B",0.005149368038192
"GJC3",0.0051903237796
"DYRK1B",0.005212364592848
"SCAF11",0.005213811526426
"OPN4",0.005213902146917
"TM6SF1",0.00522571149823
"FLYWCH1",0.00522831507753
"OXCT1",0.00523602142888
"SRSF4",0.005237037871893
"DZIP1",0.005270172337706
"ZNF154",0.005296836755306
"GPR179",0.005297040635981
"PER3",0.005335937475267
"IKZF5",0.005341887496107
"PARD6A",0.005346514097508
"KAZALD1",0.005376146638557
"FAIM",0.005395519989332
"ANKRD13D",0.005399580162762
"MEOX1",0.005410747943484
"C8orf37",0.005444858925505
"SRMS",0.005472364868425
"LYZL6",0.005477371156974
"POU4F2",0.005485988904058
"SCAF8",0.005492242707171
"IFT81",0.005507986240017
"SLC12A3",0.005516679751976
"EXOG",0.005520727295228
"GOLGA1",0.005528582265832
"APOBEC1",0.005551140482717
"KLHL7",0.005565605542444
"FAM186B",0.005575226997732
"GNG3",0.005610218079103
"FAM53A",0.005617033935713
"DMWD",0.005651330002474
"BEND6",0.0056614195887
"PLEKHG1",0.005683704384251
"DGKQ",0.005695794520569
"LRRC52",0.005711166531809
"TUFM",0.005712149709182
"PKDCC",0.0057122442623
"MFF",0.005718616360156
"SPINK4",0.00572014804182
"AK8",0.005730335755166
"CD80",0.005747193517266
"APOC3",0.005747206868807
"ZNF391",0.005749895600955
"PLAC8",0.005755510955305
"PPP1R14C",0.005756801030326
"ZNF618",0.005759644531921
"TPRG1",0.00580671998107
"TTLL7",0.005842558353697
"PI15",0.005854735079091
"TFAM",0.005855944401016
"TM7SF2",0.005860260344908
"PRB2",0.005868299414249
"ZNF777",0.005873584299172
"WLS",0.005876022961153
"TIMELESS",0.005878611369143
"SLU7",0.005899441330068
"C17orf77",0.005909812663901
"MXI1",0.005915624413795
"CALM2",0.005929898243521
"FNDC3B",0.005935772778552
"ZNF37A",0.005939245534459
"TFB1M",0.005947474199772
"PRDM7",0.005953725277553
"UBXN6",0.005959574275231
"TMEM104",0.005987186570128
"NSUN4",0.006023340325616
"SAP30L",0.006032912825704
"TRAK2",0.006033461445238
"BATF3",0.006049429622944
"SRSF2",0.006079025250445
"ANGPTL7",0.006086236058787
"FREM2",0.00609978376057
"POC5",0.006105306732504
"MEOX2",0.006105892831421
"HMMR",0.006168158631109
"SHE",0.006169000196369
"AHNAK",0.006189941692999
"STOX2",0.006197088230311
"PDP1",0.006226038781526
"CR2",0.006226068951886
"TRPV1",0.006230010036236
"NUDC",0.006298091636388
"WFDC11",0.006309966247195
"CALM1",0.006313663174049
"AKAP6",0.006353218872799
"PRKAR1B",0.006367758160648
"ASTN1",0.006394279394598
"CHPF2",0.006395970288482
"ZNF607",0.006397736470503
"LAMTOR3",0.006410871295169
"CLPTM1L",0.006413193180997
"ID3",0.006454824284656
