Plate,Well,Ensemble,KO A,WT A,KO B,WT B,z (KO A),z ( WT A),z (KO B),z (WT B)
HTplate21,P10,ENSG00000187824,2315,3231,2404,3803,0.64,-1.34,0.70,-0.23
HTplate21,P11,ENSG00000138002,2153,4487,2511,4149,-0.01,0.93,1.15,0.37
HTplate21,P12,ENSG00000189042,2410,4884,2520,4142,1.03,1.65,1.19,0.35
HTplate21,P13,ENSG00000198247,2488,4054,2362,4096,1.34,0.15,0.52,0.28
HTplate21,P14,ENSG00000170153,2413,4414,2585,3058,1.04,0.80,1.47,-1.52
HTplate21,P15,ENSG00000039139,1943,3880,2338,3547,-0.87,-0.16,0.41,-0.68
HTplate21,P16,ENSG00000167755,2272,3615,2099,3404,0.47,-0.64,-0.60,-0.92
HTplate21,P17,ENSG00000145375,1904,3479,2028,3835,-1.03,-0.89,-0.91,-0.18
HTplate21,P18,ENSG00000063241,2209,3212,2450,3691,0.21,-1.38,0.89,-0.43
HTplate21,P19,ENSG00000167332,2170,4375,1946,3949,0.05,0.73,-1.26,0.02
HTplate21,P20,ENSG00000140395,2535,3779,2240,3955,1.54,-0.35,0.00,0.03
HTplate21,P21,ENSG00000168158,2123,3320,2273,5068,-0.14,-1.18,0.14,1.96
HTplate21,P22,ENSG00000128965,2673,4406,2361,3877,2.10,0.79,0.51,-0.10
HTplate21,P23,ENSG00000177575,2106,3638,2525,4784,-0.21,-0.60,1.22,1.46
HTplate21,P24,ENSG00000181035,2684,3856,2445,4111,2.14,-0.21,0.87,0.30
HTplate22,A01,ENSG00000162882,2382,4724,2674,4225,0.77,0.83,1.31,0.29
HTplate22,A02,ENSG00000158156,1881,4705,2294,3683,-1.17,0.80,-0.17,-0.50
HTplate22,A03,ENSG00000162735,2159,1968,2313,2315,-0.09,-3.58,-0.10,-2.51
HTplate22,A04,ENSG00000147231,2179,4249,2549,3758,-0.02,0.07,0.82,-0.39
HTplate22,A05,ENSG00000170703,2262,4337,2376,3260,0.31,0.21,0.15,-1.12
HTplate22,A06,ENSG00000198445,1868,4378,2338,4183,-1.22,0.28,-0.01,0.23
HTplate22,A07,ENSG00000118412,2144,4100,2289,4355,-0.15,-0.17,-0.20,0.48
HTplate22,A08,ENSG00000173928,2085,4107,2333,3966,-0.38,-0.16,-0.02,-0.09
HTplate22,A09,ENSG00000135835,2056,4342,2242,4633,-0.49,0.22,-0.38,0.89
HTplate22,A10,ENSG00000154359,2226,5168,2383,4937,0.17,1.54,0.17,1.34
HTplate22,A11,ENSG00000187105,1936,3702,2279,4694,-0.95,-0.81,-0.23,0.98
HTplate22,A12,ENSG00000183401,2329,4530,2413,3955,0.56,0.52,0.29,-0.10
HTplate22,A13,ENSG00000154451,2364,4124,2552,4412,0.70,-0.13,0.83,0.57
HTplate22,A14,ENSG00000154529,1983,3947,2349,3857,-0.77,-0.41,0.04,-0.25
HTplate22,A15,ENSG00000102468,2276,4450,2541,4365,0.36,0.39,0.79,0.50
HTplate22,A16,ENSG00000185076,2205,4915,2564,4939,0.08,1.14,0.88,1.34
HTplate22,A17,ENSG00000172602,1788,5132,2730,3734,-1.52,1.48,1.53,-0.43
HTplate22,A18,ENSG00000019505,2097,4782,2419,4160,-0.33,0.92,0.31,0.20
HTplate22,A19,ENSG00000157703,2523,5356,2757,4301,1.31,1.84,1.63,0.40
HTplate22,A20,ENSG00000135473,2391,4651,2029,3872,0.80,0.71,-1.21,-0.23
HTplate22,A21,ENSG00000164438,1095,1028,1206,983,-4.20,-5.08,-4.42,-4.47
HTplate22,A22,ENSG00000173515,2311,5271,2377,4264,0.49,1.70,0.15,0.35
HTplate22,A23,ENSG00000092345,2191,3586,2477,5227,0.03,-0.99,0.54,1.76
HTplate22,A24,ENSG00000131152,2245,4635,2123,3305,0.24,0.69,-0.84,-1.06
HTplate22,B01,ENSG00000164466,2224,4882,2163,4257,0.16,1.08,-0.69,0.34
HTplate22,B02,ENSG00000141579,2083,4834,2294,4481,-0.39,1.00,-0.18,0.67
HTplate22,B03,ENSG00000182580,1966,4614,2450,4218,-0.84,0.65,0.43,0.28
HTplate22,B04,ENSG00000164805,1931,4217,2195,3797,-0.98,0.02,-0.56,-0.34
HTplate22,B05,ENSG00000135898,1977,4026,2285,4021,-0.79,-0.29,-0.21,-0.01
HTplate22,B06,ENSG00000138413,2272,3723,2522,4143,0.34,-0.77,0.72,0.17
HTplate22,B07,ENSG00000108370,2172,3841,2375,4251,-0.04,-0.58,0.14,0.33
HTplate22,B08,ENSG00000101290,2027,3657,2138,4216,-0.60,-0.88,-0.78,0.28
HTplate22,B09,ENSG00000144026,1910,4396,2200,4169,-1.05,0.31,-0.54,0.21
HTplate22,B10,ENSG00000168264,2040,4830,2550,3697,-0.55,1.00,0.82,-0.48
HTplate22,B11,ENSG00000128203,2035,4432,2116,4483,-0.57,0.36,-0.87,0.67
HTplate22,B12,ENSG00000180422,2459,4374,2313,3991,1.07,0.27,-0.10,-0.05
HTplate22,B13,ENSG00000119715,2121,3884,2231,3817,-0.24,-0.51,-0.42,-0.31
HTplate22,B14,ENSG00000184838,1912,3940,2249,3807,-1.05,-0.42,-0.35,-0.32
HTplate22,B15,ENSG00000169740,2016,4294,2574,3550,-0.64,0.14,0.92,-0.70
HTplate22,B16,ENSG00000107295,2119,4187,2263,4040,-0.25,-0.03,-0.30,0.02
HTplate22,B17,ENSG00000162747,1671,4150,2327,3689,-1.98,-0.09,-0.05,-0.49
HTplate22,B18,ENSG00000151131,2127,4541,2432,3882,-0.22,0.54,0.36,-0.21
HTplate22,B19,ENSG00000178481,2201,4534,2139,4551,0.07,0.53,-0.78,0.77
HTplate22,B20,ENSG00000172667,2213,4281,2395,3701,0.11,0.12,0.22,-0.48
HTplate22,B21,ENSG00000163071,1878,4169,2171,4049,-1.18,-0.06,-0.65,0.03
HTplate22,B22,ENSG00000169223,1942,4843,2194,4127,-0.93,1.02,-0.57,0.15
HTplate22,B23,ENSG00000136158,2327,5042,2421,4880,0.56,1.34,0.32,1.25
HTplate22,B24,ENSG00000165632,1974,4402,2272,3080,-0.81,0.31,-0.26,-1.39
HTplate22,C01,ENSG00000062282,2012,4406,1835,1613,-0.66,0.32,-1.97,-3.54
HTplate22,C02,ENSG00000152785,2220,4687,2234,4200,0.14,0.77,-0.41,0.26
HTplate22,C05,ENSG00000175535,2195,4130,2046,4264,0.05,-0.12,-1.14,0.35
HTplate22,C06,ENSG00000077147,2045,4201,2410,4743,-0.53,-0.01,0.28,1.05
HTplate22,C07,ENSG00000110245,2364,4200,2658,4054,0.70,-0.01,1.24,0.04
HTplate22,C08,ENSG00000161956,2137,4615,2395,4127,-0.18,0.65,0.22,0.15
HTplate22,C09,ENSG00000006704,2029,4060,2277,3571,-0.60,-0.23,-0.24,-0.67
HTplate22,C10,ENSG00000068308,1644,3976,1596,3052,-2.08,-0.37,-2.90,-1.43
HTplate22,C11,ENSG00000171863,1396,1606,979,1077,-3.04,-4.16,-5.30,-4.33
HTplate22,C12,ENSG00000197540,2177,4241,2364,3893,-0.02,0.06,0.10,-0.20
HTplate22,C13,ENSG00000137185,2226,3909,2141,3751,0.17,-0.47,-0.77,-0.40
HTplate22,C14,ENSG00000146376,2052,3583,2149,2712,-0.51,-1.00,-0.74,-1.93
HTplate22,C15,ENSG00000101230,1904,4741,2521,3675,-1.08,0.86,0.71,-0.52
HTplate22,C16,ENSG00000136643,2061,3644,2326,3661,-0.47,-0.90,-0.05,-0.53
HTplate22,C17,ENSG00000099769,2109,3432,2237,3709,-0.29,-1.24,-0.40,-0.47
HTplate22,C18,ENSG00000070614,2000,3804,2187,3626,-0.71,-0.64,-0.59,-0.59
HTplate22,C19,ENSG00000007516,2151,4669,2265,3754,-0.12,0.74,-0.29,-0.40
HTplate22,C20,ENSG00000176946,2403,4406,2531,3947,0.85,0.32,0.75,-0.12
HTplate22,C23,ENSG00000059728,2153,4226,2433,4239,-0.12,0.03,0.37,0.31
HTplate22,C24,ENSG00000127124,2188,4793,2396,5086,0.02,0.94,0.22,1.56
HTplate22,D01,ENSG00000164400,1843,5207,2342,3599,-1.31,1.60,0.01,-0.63
HTplate22,D02,ENSG00000164938,1705,4309,2425,4040,-1.85,0.17,0.34,0.02
HTplate22,D05,ENSG00000184750,2167,4300,2379,4166,-0.06,0.15,0.16,0.21
HTplate22,D06,ENSG00000131558,2074,4074,2257,3954,-0.42,-0.21,-0.32,-0.11
HTplate22,D07,ENSG00000189067,1948,3834,2299,4199,-0.91,-0.59,-0.15,0.25
HTplate22,D08,ENSG00000172586,2334,3888,2523,4209,0.58,-0.51,0.72,0.27
HTplate22,D09,ENSG00000185420,2060,3884,2248,3388,-0.47,-0.51,-0.35,-0.94
HTplate22,D10,ENSG00000003987,2039,4035,2348,2988,-0.56,-0.27,0.03,-1.52
HTplate22,D11,ENSG00000117594,1768,4212,2159,4037,-1.60,0.01,-0.70,0.02
HTplate22,D12,ENSG00000156804,2353,3386,2107,3565,0.66,-1.31,-0.91,-0.68
HTplate22,D13,ENSG00000181023,2424,3714,2249,3295,0.93,-0.79,-0.35,-1.07
HTplate22,D14,ENSG00000185905,2299,4040,2347,3883,0.45,-0.26,0.03,-0.21
HTplate22,D15,ENSG00000173419,1996,4179,2353,3818,-0.72,-0.04,0.06,-0.30
HTplate22,D16,ENSG00000121892,1918,3962,2462,3667,-1.02,-0.39,0.48,-0.53
HTplate22,D17,ENSG00000173726,2167,3832,2446,3898,-0.06,-0.60,0.42,-0.19
HTplate22,D18,ENSG00000102309,2332,4385,2437,3841,0.57,0.29,0.38,-0.27
HTplate22,D19,ENSG00000166257,2350,3669,2129,3145,0.64,-0.86,-0.82,-1.29
HTplate22,D20,ENSG00000171466,2102,4127,2179,3671,-0.31,-0.13,-0.63,-0.52
HTplate22,D23,ENSG00000189325,2111,4442,2093,4458,-0.28,0.38,-0.96,0.63
HTplate22,D24,ENSG00000122642,1989,4236,2116,3445,-0.75,0.05,-0.87,-0.85
HTplate22,E01,ENSG00000080819,2172,4470,2341,4875,-0.04,0.42,0.01,1.25
HTplate22,E02,ENSG00000180684,2218,4435,2294,3976,0.13,0.37,-0.17,-0.07
HTplate22,E03,ENSG00000188404,2152,4651,2359,4019,-0.12,0.71,0.08,-0.01
HTplate22,E04,ENSG00000180834,2148,4095,2266,3825,-0.14,-0.18,-0.29,-0.29
HTplate22,E05,ENSG00000148926,1937,4565,2309,3982,-0.95,0.57,-0.12,-0.06
HTplate22,E06,ENSG00000106624,1778,4131,2250,3469,-1.57,-0.12,-0.35,-0.82
HTplate22,E07,ENSG00000101638,1718,4142,2329,3313,-1.80,-0.10,-0.04,-1.05
HTplate22,E08,ENSG00000071859,2015,3966,2143,3880,-0.65,-0.38,-0.76,-0.21
HTplate22,E09,ENSG00000103047,2234,4281,2065,3887,0.20,0.12,-1.07,-0.20
HTplate22,E10,ENSG00000101882,1823,3286,1898,2478,-1.39,-1.47,-1.72,-2.27
HTplate22,E11,ENSG00000170473,2424,3930,2256,3808,0.93,-0.44,-0.32,-0.32
HTplate22,E12,ENSG00000114978,2166,2981,2237,3256,-0.06,-1.96,-0.40,-1.13
HTplate22,E13,ENSG00000109536,2121,4130,2155,3599,-0.24,-0.12,-0.72,-0.63
HTplate22,E14,ENSG00000182983,2123,3614,2228,3317,-0.23,-0.95,-0.43,-1.04
HTplate22,E15,ENSG00000162873,2223,3687,2619,3087,0.16,-0.83,1.09,-1.38
HTplate22,E16,ENSG00000137965,2018,4194,2350,4143,-0.64,-0.02,0.04,0.17
HTplate22,E17,ENSG00000104432,2222,3919,2062,4272,0.15,-0.46,-1.08,0.36
HTplate22,E18,ENSG00000105866,2092,3723,2434,3607,-0.35,-0.77,0.37,-0.61
HTplate22,E19,ENSG00000108883,1270,2355,1585,2697,-3.53,-2.96,-2.94,-1.95
HTplate22,E20,ENSG00000185127,2249,4393,2145,3773,0.26,0.30,-0.76,-0.37
HTplate22,E21,ENSG00000196291,2079,4588,2363,4086,-0.40,0.61,0.09,0.09
HTplate22,E22,ENSG00000180871,2537,4339,2291,4063,1.37,0.21,-0.19,0.05
HTplate22,E23,ENSG00000196126,2209,4400,2625,4243,0.10,0.31,1.11,0.32
HTplate22,E24,ENSG00000182997,2569,4271,2013,4446,1.49,0.10,-1.27,0.62
HTplate22,F01,ENSG00000115216,1738,3636,2176,3616,-1.72,-0.91,-0.64,-0.60
HTplate22,F02,ENSG00000136122,1949,4585,2262,3640,-0.91,0.61,-0.30,-0.57
HTplate22,F03,ENSG00000185274,2077,4117,2302,3896,-0.41,-0.14,-0.14,-0.19
HTplate22,F04,ENSG00000174944,2396,4606,2261,4303,0.82,0.64,-0.30,0.41
HTplate22,F05,ENSG00000167139,1996,4220,1977,4019,-0.72,0.02,-1.41,-0.01
HTplate22,F06,ENSG00000126353,1971,4221,2395,3546,-0.82,0.03,0.22,-0.70
HTplate22,F07,ENSG00000185640,2054,4143,2363,3545,-0.50,-0.10,0.09,-0.70
HTplate22,F08,ENSG00000182994,1827,3937,1871,3071,-1.38,-0.43,-1.82,-1.40
HTplate22,F09,ENSG00000154723,2027,3776,1876,2166,-0.60,-0.69,-1.80,-2.73
HTplate22,F10,ENSG00000164946,1991,3708,1942,3446,-0.74,-0.80,-1.55,-0.85
HTplate22,F11,ENSG00000177192,2212,3609,2079,3518,0.11,-0.95,-1.01,-0.75
HTplate22,F12,ENSG00000174348,2339,4008,1965,3635,0.60,-0.32,-1.46,-0.57
HTplate22,F13,ENSG00000137369,2320,4192,2382,3975,0.53,-0.02,0.17,-0.07
HTplate22,F14,ENSG00000166035,1872,4216,2234,3312,-1.20,0.02,-0.41,-1.05
HTplate22,F15,ENSG00000135074,1806,3878,2168,3337,-1.45,-0.52,-0.67,-1.01
HTplate22,F16,ENSG00000101367,1834,4342,2536,3863,-1.35,0.22,0.77,-0.24
HTplate22,F17,ENSG00000099899,1711,3729,2154,3235,-1.82,-0.76,-0.72,-1.16
HTplate22,F18,ENSG00000172324,2201,3986,2330,3600,0.07,-0.35,-0.03,-0.63
HTplate22,F19,ENSG00000090238,2033,4314,2090,3599,-0.58,0.17,-0.97,-0.63
HTplate22,F20,ENSG00000183665,2085,3731,2275,3991,-0.38,-0.76,-0.25,-0.05
HTplate22,F21,ENSG00000177889,2080,4010,2041,3839,-0.40,-0.31,-1.16,-0.27
HTplate22,F22,ENSG00000102100,2015,4454,2051,3700,-0.65,0.40,-1.12,-0.48
HTplate22,F23,ENSG00000175340,1955,3827,2012,3921,-0.88,-0.61,-1.27,-0.15
HTplate22,F24,ENSG00000074842,2109,3536,2197,4737,-0.28,-1.07,-0.55,1.04
HTplate22,G01,ENSG00000031691,2638,5059,2588,3827,1.76,1.37,0.97,-0.29
HTplate22,G02,ENSG00000118961,2294,5245,2207,3938,0.43,1.66,-0.52,-0.13
HTplate22,G03,ENSG00000086598,2352,4536,2181,4495,0.65,0.53,-0.62,0.69
HTplate22,G04,ENSG00000143554,2409,4572,2567,3978,0.87,0.59,0.89,-0.07
HTplate22,G05,ENSG00000103160,2058,4130,2273,3724,-0.48,-0.12,-0.26,-0.44
HTplate22,G06,ENSG00000130962,1890,3639,2355,3330,-1.13,-0.91,0.06,-1.02
HTplate22,G07,ENSG00000182126,2196,3990,2187,4307,0.05,-0.35,-0.59,0.41
HTplate22,G08,ENSG00000170832,2426,4315,2289,3734,0.94,0.17,-0.19,-0.43
HTplate22,G09,ENSG00000162392,2439,4389,2775,3874,0.99,0.29,1.70,-0.22
HTplate22,G10,ENSG00000153064,2162,3530,2285,3502,-0.08,-1.08,-0.21,-0.77
HTplate22,G11,ENSG00000146232,2084,3492,2260,3720,-0.38,-1.14,-0.31,-0.45
HTplate22,G12,ENSG00000160201,1569,2220,1561,2018,-2.37,-3.18,-3.03,-2.95
HTplate22,G13,ENSG00000105011,2303,4338,2485,4342,0.46,0.21,0.57,0.46
HTplate22,G14,ENSG00000168496,2221,4054,2363,3762,0.15,-0.24,0.09,-0.39
HTplate22,G15,ENSG00000183022,2086,4186,2488,3764,-0.37,-0.03,0.58,-0.38
HTplate22,G16,ENSG00000135052,2141,3753,2286,3472,-0.16,-0.72,-0.20,-0.81
HTplate22,G17,ENSG00000163877,2362,4202,2564,3600,0.69,-0.01,0.88,-0.63
HTplate22,G18,ENSG00000142102,1823,4952,2215,4241,-1.39,1.19,-0.48,0.32
HTplate22,G19,ENSG00000141642,2037,4505,2431,4068,-0.56,0.48,0.36,0.06
HTplate22,G20,ENSG00000105856,2250,4123,2225,3810,0.26,-0.13,-0.44,-0.32
HTplate22,G21,ENSG00000177854,1782,4741,2487,3515,-1.55,0.86,0.58,-0.75
HTplate22,G22,ENSG00000188609,2264,4131,2239,4151,0.31,-0.12,-0.39,0.18
HTplate22,G23,ENSG00000172061,2288,4827,2135,4343,0.41,0.99,-0.80,0.47
HTplate22,G24,ENSG00000096401,1335,2034,1320,1702,-3.28,-3.47,-3.97,-3.41
HTplate22,H01,ENSG00000055957,2422,4207,2457,4465,0.92,0.00,0.46,0.64
HTplate22,H02,ENSG00000173575,2652,3705,1983,4467,1.81,-0.80,-1.39,0.65
HTplate22,H03,ENSG00000108424,2114,2251,1965,2520,-0.26,-3.13,-1.46,-2.21
HTplate22,H04,ENSG00000016391,2270,4258,2646,3910,0.34,0.08,1.20,-0.17
HTplate22,H05,ENSG00000111224,2334,4426,2481,4597,0.58,0.35,0.55,0.84
HTplate22,H06,ENSG00000154473,2140,3926,2209,3963,-0.16,-0.45,-0.51,-0.09
HTplate22,H07,ENSG00000147974,2358,4111,2414,3998,0.68,-0.15,0.29,-0.04
HTplate22,H08,ENSG00000174136,2177,3872,2382,3629,-0.02,-0.53,0.17,-0.58
HTplate22,H09,ENSG00000162670,2244,4190,2420,3830,0.24,-0.03,0.32,-0.29
HTplate22,H10,ENSG00000106278,2047,4194,2236,4073,-0.53,-0.02,-0.40,0.07
HTplate22,H11,ENSG00000175520,2148,3740,2116,3289,-0.13,-0.74,-0.87,-1.08
HTplate22,H12,ENSG00000115084,2304,4110,2227,3854,0.47,-0.15,-0.44,-0.25
HTplate22,H13,ENSG00000124664,2084,3897,2233,3868,-0.38,-0.49,-0.41,-0.23
HTplate22,H14,ENSG00000171206,2016,3839,2328,3832,-0.64,-0.59,-0.04,-0.28
HTplate22,H15,ENSG00000065054,1844,3871,2238,3334,-1.31,-0.54,-0.39,-1.02
HTplate22,H16,ENSG00000140400,1847,4081,2209,4262,-1.30,-0.20,-0.51,0.35
HTplate22,H17,ENSG00000144021,2215,3967,2233,3845,0.12,-0.38,-0.41,-0.27
HTplate22,H18,ENSG00000184692,2041,4239,2178,4121,-0.55,0.05,-0.63,0.14
HTplate22,H19,ENSG00000136100,2488,4273,2104,4313,1.18,0.11,-0.92,0.42
HTplate22,H20,ENSG00000197577,2023,4399,2058,4036,-0.62,0.31,-1.09,0.02
HTplate22,H21,ENSG00000168993,2361,3857,2255,3909,0.69,-0.56,-0.33,-0.17
HTplate22,H22,ENSG00000135926,2006,4538,2316,4997,-0.68,0.53,-0.09,1.42
HTplate22,H23,ENSG00000112773,2459,4214,2409,4210,1.07,0.01,0.27,0.27
HTplate22,H24,ENSG00000173610,2154,4669,2544,4734,-0.11,0.74,0.80,1.04
HTplate22,I01,ENSG00000116688,2234,3702,2408,3352,0.20,-0.81,0.27,-0.99
HTplate22,I02,ENSG00000135355,2641,4453,2378,3878,1.77,0.40,0.15,-0.22
HTplate22,I03,ENSG00000117153,2566,4778,2669,4242,1.48,0.92,1.29,0.32
HTplate22,I04,ENSG00000184182,2341,4488,2986,3313,0.61,0.45,2.53,-1.05
HTplate22,I05,ENSG00000114988,1945,4512,2301,4085,-0.92,0.49,-0.15,0.09
HTplate22,I06,ENSG00000165118,2148,4342,2389,3859,-0.14,0.22,0.20,-0.25
HTplate22,I07,ENSG00000107623,2123,4884,2404,4401,-0.23,1.09,0.25,0.55
HTplate22,I08,ENSG00000161180,1938,4341,2247,3959,-0.95,0.22,-0.36,-0.10
HTplate22,I09,ENSG00000163909,2419,3463,2065,3961,0.91,-1.19,-1.07,-0.10
HTplate22,I10,ENSG00000187872,2043,4094,2383,3908,-0.54,-0.18,0.17,-0.17
HTplate22,I11,ENSG00000172673,2250,3906,2653,3568,0.26,-0.48,1.23,-0.67
HTplate22,I12,ENSG00000058799,2180,3615,2170,3235,-0.01,-0.94,-0.66,-1.16
HTplate22,I13,ENSG00000115350,2524,3963,2487,3443,1.32,-0.39,0.58,-0.86
HTplate22,I14,ENSG00000182208,1903,3871,2230,3363,-1.08,-0.54,-0.43,-0.97
HTplate22,I15,ENSG00000155760,2008,3617,2345,3432,-0.68,-0.94,0.02,-0.87
HTplate22,I16,ENSG00000198677,2129,3766,2198,3169,-0.21,-0.70,-0.55,-1.26
HTplate22,I17,ENSG00000179652,1993,3696,2164,3990,-0.73,-0.82,-0.68,-0.05
HTplate22,I18,ENSG00000113083,2192,3538,2416,3539,0.04,-1.07,0.30,-0.71
HTplate22,I19,ENSG00000189420,2141,4798,2654,3955,-0.16,0.95,1.23,-0.10
HTplate22,I20,ENSG00000134717,2242,3912,2450,3557,0.23,-0.47,0.43,-0.69
HTplate22,I21,ENSG00000077080,2442,4697,2655,4432,1.00,0.79,1.23,0.60
HTplate22,I22,ENSG00000176225,2327,4213,2634,3946,0.55,0.01,1.15,-0.12
HTplate22,I23,ENSG00000118579,2410,4465,2769,3560,0.88,0.41,1.68,-0.68
HTplate22,I24,ENSG00000144736,1994,4085,2345,4988,-0.73,-0.19,0.02,1.41
HTplate22,J01,ENSG00000129514,2152,4602,2326,3806,-0.12,0.63,-0.05,-0.32
HTplate22,J02,ENSG00000182446,2186,4894,2152,4571,0.01,1.10,-0.73,0.80
HTplate22,J03,ENSG00000179941,1887,4775,2140,4649,-1.14,0.91,-0.78,0.91
HTplate22,J04,ENSG00000176014,2243,4689,2421,4121,0.23,0.77,0.32,0.14
HTplate22,J05,ENSG00000049239,2126,4531,2193,4541,-0.22,0.52,-0.57,0.76
HTplate22,J06,ENSG00000132746,2161,4228,1986,4235,-0.08,0.04,-1.38,0.31
HTplate22,J07,ENSG00000103550,2063,4160,1944,4002,-0.46,-0.07,-1.54,-0.03
HTplate22,J08,ENSG00000131471,2087,4087,2588,3690,-0.37,-0.19,0.97,-0.49
HTplate22,J09,ENSG00000153485,2353,3940,2335,4495,0.66,-0.43,-0.01,0.69
HTplate22,J10,ENSG00000158104,2147,3818,2199,4021,-0.14,-0.62,-0.55,-0.01
HTplate22,J11,ENSG00000070190,2047,3835,2391,3102,-0.52,-0.59,0.20,-1.36
HTplate22,J12,ENSG00000137463,2143,3745,2293,3421,-0.15,-0.74,-0.18,-0.89
HTplate22,J13,ENSG00000169446,1952,3996,2299,4002,-0.89,-0.34,-0.16,-0.03
HTplate22,J14,ENSG00000171766,2187,4558,2166,4289,0.02,0.56,-0.68,0.39
HTplate22,J15,ENSG00000132591,2160,3230,2285,3337,-0.09,-1.56,-0.21,-1.01
HTplate22,J16,ENSG00000133315,2292,3926,2491,3620,0.42,-0.45,0.59,-0.59
HTplate22,J17,ENSG00000189108,2009,3544,1971,3620,-0.67,-1.06,-1.44,-0.60
HTplate22,J18,ENSG00000175505,2515,4065,2238,4223,1.28,-0.22,-0.39,0.29
HTplate22,J19,ENSG00000198648,1732,4535,2296,3808,-1.74,0.53,-0.17,-0.32
HTplate22,J20,ENSG00000166869,2347,3901,2269,3778,0.63,-0.49,-0.27,-0.36
HTplate22,J21,ENSG00000091704,2247,3961,2034,3950,0.25,-0.39,-1.19,-0.11
HTplate22,J22,ENSG00000109775,2254,3817,2037,4546,0.27,-0.62,-1.18,0.76
HTplate22,J23,ENSG00000104381,2134,4325,2296,4283,-0.19,0.19,-0.17,0.38
HTplate22,J24,ENSG00000041353,2418,4041,2258,3749,0.91,-0.26,-0.31,-0.41
HTplate22,K01,ENSG00000114127,2089,3435,2354,3869,-0.36,-1.23,0.06,-0.23
HTplate22,K02,ENSG00000172461,2259,4944,2672,3903,0.29,1.18,1.30,-0.18
HTplate22,K03,ENSG00000186517,1562,3812,2097,4140,-2.40,-0.63,-0.94,0.17
HTplate22,K04,ENSG00000023287,1619,3404,2842,4935,-2.18,-1.28,1.96,1.33
HTplate22,K05,ENSG00000111412,1918,3386,2674,5837,-1.02,-1.31,1.31,2.66
HTplate22,K06,ENSG00000161021,1875,3030,2572,3881,-1.19,-1.88,0.91,-0.21
HTplate22,K07,ENSG00000127481,1695,3612,1776,4557,-1.89,-0.95,-2.20,0.78
HTplate22,K08,ENSG00000148290,1901,3923,2291,4418,-1.09,-0.45,-0.19,0.58
HTplate22,K09,ENSG00000176715,2311,4044,2473,4042,0.50,-0.26,0.52,0.02
HTplate22,K10,ENSG00000105711,2616,4105,2821,3968,1.67,-0.16,1.88,-0.09
HTplate22,K11,ENSG00000152487,2533,4239,2311,3884,1.35,0.05,-0.11,-0.21
HTplate22,K12,ENSG00000163788,2082,3524,2507,3650,-0.39,-1.09,0.66,-0.55
HTplate22,K13,ENSG00000182329,2554,4179,2693,3654,1.43,-0.04,1.38,-0.55
HTplate22,K14,ENSG00000168399,2129,3961,2235,4047,-0.21,-0.39,-0.41,0.03
HTplate22,K15,ENSG00000164463,2302,4744,2450,4078,0.46,0.86,0.44,0.08
HTplate22,K16,ENSG00000186715,2167,4501,2437,4157,-0.06,0.47,0.38,0.19
HTplate22,K17,ENSG00000119787,2189,5251,2772,3965,0.02,1.67,1.69,-0.09
HTplate22,K18,ENSG00000137193,1942,4015,2356,3951,-0.93,-0.30,0.07,-0.11
HTplate22,K19,ENSG00000137504,2190,4568,2578,4127,0.03,0.58,0.93,0.15
HTplate22,K20,ENSG00000187957,2248,4217,2582,3987,0.25,0.02,0.95,-0.06
HTplate22,K21,ENSG00000134690,2137,4461,2145,3549,-0.18,0.41,-0.76,-0.70
HTplate22,K22,ENSG00000146263,2353,3940,2289,3150,0.66,-0.42,-0.19,-1.29
HTplate22,K23,ENSG00000130592,2982,5454,2382,5706,3.09,2.00,0.17,2.47
HTplate22,K24,ENSG00000197136,2557,4839,2237,5112,1.45,1.01,-0.40,1.59
HTplate22,L01,ENSG00000157911,2664,4520,2586,4878,1.86,0.50,0.96,1.25
HTplate22,L02,ENSG00000136197,2424,5003,2289,4362,0.93,1.28,-0.19,0.49
HTplate22,L03,ENSG00000105197,2337,4440,2395,4401,0.59,0.37,0.22,0.55
HTplate22,L04,ENSG00000159228,2287,4601,2168,4077,0.40,0.63,-0.67,0.07
HTplate22,L05,ENSG00000129048,2043,4167,2137,4326,-0.54,-0.06,-0.79,0.44
HTplate22,L06,ENSG00000152208,2350,4118,2590,4436,0.65,-0.14,0.98,0.60
HTplate22,L07,ENSG00000134343,2138,4343,2478,3706,-0.18,0.22,0.54,-0.47
HTplate22,L08,ENSG00000105464,2298,3931,2392,3849,0.44,-0.44,0.21,-0.26
HTplate22,L09,ENSG00000145331,2124,4078,2009,4161,-0.23,-0.20,-1.29,0.20
HTplate22,L10,ENSG00000133812,2110,4063,2261,3204,-0.28,-0.23,-0.30,-1.21
HTplate22,L11,ENSG00000067646,2015,3759,2205,3566,-0.65,-0.71,-0.52,-0.68
HTplate22,L12,ENSG00000152778,2253,4309,2735,4121,0.27,0.17,1.54,0.14
HTplate22,L13,ENSG00000114446,2033,4067,2655,3955,-0.58,-0.22,1.23,-0.10
HTplate22,L14,ENSG00000198610,2359,3912,2508,4396,0.68,-0.47,0.66,0.54
HTplate22,L15,ENSG00000196167,2191,3902,2567,4178,0.03,-0.49,0.89,0.22
HTplate22,L16,ENSG00000131097,2111,4892,2448,4367,-0.28,1.10,0.43,0.50
HTplate22,L17,ENSG00000166902,1836,3596,2134,4152,-1.34,-0.98,-0.80,0.18
