Plate,Well,Ensemble,KO A,WT A,KO B,WT B,z (KO A),z ( WT A),z (KO B),z (WT B)
HTplate01,A01,ENSG00000165309,3418,2987,2883,2595,0.97,1.53,-0.07,0.96
HTplate01,A02,ENSG00000181061,2630,2319,2981,1939,-0.96,0.19,0.18,-0.39
HTplate01,A03,ENSG00000125743,1345,740,1527,826,-4.10,-2.99,-3.58,-2.68
HTplate01,A04,ENSG00000022567,2549,1869,2585,1637,-1.15,-0.72,-0.84,-1.01
HTplate01,A05,ENSG00000157778,2947,2244,2961,2026,-0.18,0.03,0.13,-0.21
HTplate01,A06,ENSG00000171199,2918,2258,3042,2110,-0.25,0.06,0.34,-0.04
HTplate01,A07,ENSG00000121957,2943,2358,2851,2154,-0.19,0.26,-0.16,0.05
HTplate01,A08,ENSG00000142731,2693,2227,2783,2233,-0.80,0.00,-0.33,0.21
HTplate01,A09,ENSG00000100991,3082,2582,2933,2140,0.15,0.71,0.06,0.02
HTplate01,A10,ENSG00000175097,3340,2662,3113,2429,0.78,0.88,0.52,0.62
HTplate01,A11,ENSG00000125944,2982,2143,3258,2027,-0.10,-0.17,0.90,-0.21
HTplate01,A12,ENSG00000160233,2930,2480,2890,1942,-0.22,0.51,-0.05,-0.39
HTplate01,A13,ENSG00000177181,2933,2046,3032,1874,-0.22,-0.36,0.31,-0.53
HTplate01,A14,ENSG00000145863,2677,2009,2819,1791,-0.84,-0.44,-0.24,-0.70
HTplate01,A15,ENSG00000136156,2935,2355,2964,2163,-0.21,0.26,0.14,0.07
HTplate01,A16,ENSG00000124601,2838,2379,2969,2248,-0.45,0.30,0.15,0.24
HTplate01,A17,ENSG00000188483,2793,2494,2981,1763,-0.56,0.54,0.18,-0.75
HTplate01,A18,ENSG00000105676,2778,2167,2690,2194,-0.59,-0.12,-0.57,0.13
HTplate01,A19,ENSG00000067248,2835,1845,2696,1785,-0.46,-0.77,-0.56,-0.71
HTplate01,A20,ENSG00000105122,2789,2019,2956,1972,-0.57,-0.42,0.12,-0.32
HTplate01,A21,ENSG00000111596,2547,1599,2733,1366,-1.16,-1.26,-0.46,-1.57
HTplate01,A22,ENSG00000178193,3002,1984,3089,1982,-0.05,-0.49,0.46,-0.30
HTplate01,A23,ENSG00000122406,1223,556,1690,653,-4.40,-3.36,-3.16,-3.04
HTplate01,A24,ENSG00000140807,3117,2950,2770,2502,0.23,1.45,-0.36,0.77
HTplate01,B01,ENSG00000105246,3064,2459,2806,1823,0.10,0.47,-0.27,-0.63
HTplate01,B02,ENSG00000127318,3212,2520,3216,2460,0.47,0.59,0.79,0.68
HTplate01,B03,ENSG00000196343,2981,2618,2755,2029,-0.10,0.79,-0.40,-0.21
HTplate01,B04,ENSG00000111640,3144,1880,2962,2226,0.30,-0.70,0.13,0.20
HTplate01,B05,ENSG00000145391,2932,2236,2716,2074,-0.22,0.02,-0.50,-0.11
HTplate01,B06,ENSG00000128645,3152,1885,2832,2162,0.32,-0.69,-0.20,0.07
HTplate01,B07,ENSG00000111684,3215,2299,2916,2736,0.47,0.14,0.01,1.25
HTplate01,B08,ENSG00000175745,3063,2037,3022,2210,0.10,-0.38,0.29,0.17
HTplate01,B09,ENSG00000128482,2913,2290,2860,2198,-0.26,0.13,-0.13,0.14
HTplate01,B10,ENSG00000139291,2835,2433,2938,2025,-0.45,0.41,0.07,-0.22
HTplate01,B11,ENSG00000166317,2922,1935,2872,1595,-0.24,-0.59,-0.10,-1.10
HTplate01,B12,ENSG00000021852,2834,2352,3176,1607,-0.46,0.25,0.68,-1.08
HTplate01,B13,ENSG00000196805,2845,2066,3104,1636,-0.43,-0.32,0.50,-1.02
HTplate01,B14,ENSG00000151388,3179,1814,3194,1587,0.39,-0.83,0.73,-1.12
HTplate01,B15,ENSG00000112232,2888,1752,2416,1536,-0.33,-0.95,-1.28,-1.22
HTplate01,B16,ENSG00000046647,2990,2583,3078,2131,-0.07,0.72,0.43,0.00
HTplate01,B17,ENSG00000196567,2577,1655,2568,1350,-1.09,-1.15,-0.89,-1.60
HTplate01,B18,ENSG00000188633,3553,2594,3061,2617,1.30,0.74,0.39,1.00
HTplate01,B19,ENSG00000170837,3026,2647,3048,2237,0.01,0.85,0.35,0.22
HTplate01,B20,ENSG00000146399,3172,2632,2849,2297,0.37,0.81,-0.16,0.34
HTplate01,B21,ENSG00000174132,3195,2274,3019,2254,0.43,0.09,0.28,0.26
HTplate01,B22,ENSG00000173935,3386,2618,3231,2665,0.89,0.79,0.83,1.10
HTplate01,B23,ENSG00000135222,3265,1665,3077,2172,0.60,-1.13,0.43,0.09
HTplate01,B24,ENSG00000164406,3324,2737,3059,2493,0.74,1.03,0.38,0.75
HTplate01,C01,ENSG00000187792,2706,2507,3308,2295,-0.77,0.56,1.03,0.34
HTplate01,C02,ENSG00000089336,2926,1637,2960,1438,-0.23,-1.19,0.13,-1.42
HTplate01,C05,ENSG00000120690,2765,2545,3049,2267,-0.63,0.64,0.36,0.28
HTplate01,C06,ENSG00000121039,3081,1629,3100,1689,0.15,-1.20,0.49,-0.91
HTplate01,C07,ENSG00000196885,3308,2164,3003,2768,0.70,-0.13,0.24,1.31
HTplate01,C08,ENSG00000170445,3216,1710,3018,1361,0.48,-1.04,0.28,-1.58
HTplate01,C09,ENSG00000183044,3198,2176,2839,2261,0.43,-0.10,-0.19,0.27
HTplate01,C10,ENSG00000163046,2979,2347,2819,2263,-0.10,0.24,-0.24,0.27
HTplate01,C11,ENSG00000196455,2834,2117,2636,2360,-0.46,-0.22,-0.71,0.48
HTplate01,C12,ENSG00000147604,1834,443,1179,251,-2.90,-3.58,-4.48,-3.87
HTplate01,C13,ENSG00000179071,2860,2308,2863,2399,-0.39,0.16,-0.12,0.55
HTplate01,C14,ENSG00000157404,3102,2155,2775,1880,0.20,-0.14,-0.35,-0.51
HTplate01,C15,ENSG00000196774,2924,2682,2883,2021,-0.24,0.92,-0.07,-0.22
HTplate01,C16,ENSG00000103202,2698,2294,2567,1929,-0.79,0.14,-0.89,-0.41
HTplate01,C17,ENSG00000180347,3195,1933,2702,1863,0.43,-0.59,-0.54,-0.55
HTplate01,C18,ENSG00000105829,2714,1848,2656,2020,-0.75,-0.76,-0.66,-0.22
HTplate01,C19,ENSG00000057252,2644,2312,2597,2045,-0.92,0.17,-0.81,-0.17
HTplate01,C20,ENSG00000146267,2732,2175,2888,2210,-0.71,-0.10,-0.06,0.17
HTplate01,C23,ENSG00000180318,2756,2629,2964,2347,-0.65,0.81,0.14,0.45
HTplate01,C24,ENSG00000102802,3014,2686,3062,2657,-0.02,0.92,0.39,1.09
HTplate01,D01,ENSG00000172350,3073,1853,3130,1962,0.13,-0.75,0.57,-0.34
HTplate01,D02,ENSG00000196844,2778,1859,2776,1755,-0.60,-0.74,-0.35,-0.77
HTplate01,D05,ENSG00000080608,3235,2431,3017,2018,0.52,0.41,0.27,-0.23
HTplate01,D06,ENSG00000145268,2277,1411,2689,1596,-1.82,-1.64,-0.57,-1.10
HTplate01,D07,ENSG00000173041,2783,1882,2750,2278,-0.58,-0.69,-0.42,0.31
HTplate01,D08,ENSG00000182909,2896,2394,3004,1823,-0.30,0.34,0.24,-0.63
HTplate01,D09,ENSG00000196693,2981,2365,2984,2364,-0.10,0.28,0.19,0.48
HTplate01,D10,ENSG00000043591,2991,2366,3085,1999,-0.07,0.28,0.45,-0.27
HTplate01,D11,ENSG00000196476,2893,1881,3279,1969,-0.31,-0.70,0.95,-0.33
HTplate01,D12,ENSG00000100647,3000,1427,2698,1430,-0.05,-1.61,-0.55,-1.44
HTplate01,D13,ENSG00000135148,2980,2343,2810,2045,-0.10,0.23,-0.26,-0.17
HTplate01,D14,ENSG00000126460,2914,2092,2547,1815,-0.26,-0.27,-0.94,-0.65
HTplate01,D15,ENSG00000198047,2660,2149,2980,2106,-0.88,-0.16,0.18,-0.05
HTplate01,D16,ENSG00000196565,3130,2352,3182,2009,0.27,0.25,0.70,-0.25
HTplate01,D17,ENSG00000186912,3016,2319,2924,2083,-0.01,0.18,0.03,-0.10
HTplate01,D18,ENSG00000100056,3170,2593,2651,1935,0.36,0.74,-0.67,-0.40
HTplate01,D19,ENSG00000182668,3102,1825,2924,1901,0.20,-0.81,0.03,-0.47
HTplate01,D20,ENSG00000163293,2953,2121,2940,1967,-0.17,-0.21,0.07,-0.33
HTplate01,D23,ENSG00000160948,3220,2664,3052,2453,0.49,0.88,0.36,0.67
HTplate01,D24,ENSG00000188046,2699,2434,3113,2195,-0.79,0.42,0.52,0.14
HTplate01,E01,ENSG00000106443,2619,2231,3112,2622,-0.98,0.01,0.52,1.01
HTplate01,E02,ENSG00000113638,2698,2794,3154,2549,-0.79,1.14,0.63,0.86
HTplate01,E03,ENSG00000112494,3107,2574,3147,2243,0.21,0.70,0.61,0.23
HTplate01,E04,ENSG00000136802,2362,1312,2703,1865,-1.61,-1.84,-0.54,-0.54
HTplate01,E05,ENSG00000197202,2936,1852,3065,1901,-0.21,-0.75,0.40,-0.47
HTplate01,E06,ENSG00000146112,2766,2094,2576,2087,-0.62,-0.27,-0.86,-0.09
HTplate01,E07,ENSG00000134538,2692,2099,2665,1897,-0.80,-0.26,-0.64,-0.48
HTplate01,E08,ENSG00000110092,1045,176,896,221,-4.84,-4.12,-5.21,-3.93
HTplate01,E09,ENSG00000133639,2824,2142,2722,2254,-0.48,-0.17,-0.49,0.26
HTplate01,E10,ENSG00000163075,2172,1223,1845,793,-2.08,-2.02,-2.76,-2.75
HTplate01,E11,ENSG00000178726,2940,2206,2575,2305,-0.20,-0.04,-0.87,0.36
HTplate01,E12,ENSG00000187703,2553,1519,2362,1967,-1.15,-1.42,-1.42,-0.34
HTplate01,E13,ENSG00000071991,2906,1687,2570,1769,-0.28,-1.09,-0.88,-0.74
HTplate01,E14,ENSG00000175294,2672,2075,2680,1665,-0.85,-0.31,-0.60,-0.96
HTplate01,E15,ENSG00000168646,2813,2070,2896,1761,-0.51,-0.32,-0.04,-0.76
HTplate01,E16,ENSG00000077522,2325,1709,2180,1172,-1.70,-1.04,-1.89,-1.97
HTplate01,E17,ENSG00000176472,2888,1552,2981,1484,-0.32,-1.36,0.18,-1.33
HTplate01,E18,ENSG00000106772,3120,2052,3141,2149,0.24,-0.35,0.59,0.04
HTplate01,E19,ENSG00000197615,1501,393,1046,281,-3.72,-3.68,-4.82,-3.81
HTplate01,E20,ENSG00000102241,3022,2500,3020,2227,0.00,0.55,0.28,0.20
HTplate01,E21,ENSG00000162891,3125,1973,2912,1610,0.26,-0.51,0.00,-1.07
HTplate01,E22,ENSG00000184281,2657,2288,3047,1926,-0.89,0.12,0.35,-0.42
HTplate01,E23,ENSG00000149503,1035,825,828,251,-4.86,-2.82,-5.39,-3.87
HTplate01,E24,ENSG00000188050,2976,2281,2739,2157,-0.11,0.11,-0.45,0.06
HTplate01,F01,ENSG00000176088,2615,2131,2879,1870,-0.99,-0.19,-0.08,-0.53
HTplate01,F02,ENSG00000110172,3079,1913,3106,2066,0.14,-0.63,0.51,-0.13
HTplate01,F03,ENSG00000138758,2883,1535,2955,1200,-0.34,-1.39,0.11,-1.91
HTplate01,F04,ENSG00000120332,2711,1718,2685,2089,-0.76,-1.02,-0.58,-0.08
HTplate01,F05,ENSG00000144119,2614,1962,2539,1739,-1.00,-0.53,-0.96,-0.80
HTplate01,F06,ENSG00000156136,2754,2201,2556,2102,-0.65,-0.05,-0.92,-0.06
HTplate01,F07,ENSG00000163131,2068,1187,2281,920,-2.33,-2.09,-1.63,-2.49
HTplate01,F08,ENSG00000184730,3212,2493,3196,2479,0.47,0.54,0.74,0.72
HTplate01,F09,ENSG00000125347,2972,2293,2600,2362,-0.12,0.13,-0.80,0.48
HTplate01,F10,ENSG00000188400,2449,1801,2340,1590,-1.40,-0.86,-1.48,-1.11
HTplate01,F11,ENSG00000100253,2736,1795,2692,1463,-0.70,-0.87,-0.57,-1.37
HTplate01,F12,ENSG00000146521,2457,2253,2718,1857,-1.38,0.05,-0.50,-0.56
HTplate01,F13,ENSG00000174514,2785,2625,2692,1988,-0.58,0.80,-0.57,-0.29
HTplate01,F14,ENSG00000162630,2885,2158,2863,2194,-0.33,-0.14,-0.12,0.13
HTplate01,F15,ENSG00000175315,2769,1472,2500,1462,-0.62,-1.52,-1.06,-1.37
HTplate01,F16,ENSG00000188570,2814,2166,2657,1850,-0.51,-0.12,-0.66,-0.57
HTplate01,F17,ENSG00000161653,2882,1847,2689,1749,-0.34,-0.76,-0.57,-0.78
HTplate01,F18,ENSG00000133678,2708,2272,2692,2030,-0.77,0.09,-0.57,-0.20
HTplate01,F19,ENSG00000132341,1320,481,1046,339,-4.16,-3.51,-4.82,-3.69
HTplate01,F20,ENSG00000181104,2982,2524,2893,2286,-0.10,0.60,-0.05,0.32
HTplate01,F21,ENSG00000137168,2433,1769,2990,1953,-1.44,-0.92,0.20,-0.36
HTplate01,F22,ENSG00000181757,2732,2140,2489,1830,-0.71,-0.17,-1.09,-0.62
HTplate01,F23,ENSG00000166128,2825,2196,2827,2379,-0.48,-0.06,-0.22,0.51
HTplate01,F24,ENSG00000169230,3244,2625,2838,2306,0.55,0.80,-0.19,0.36
HTplate01,G01,ENSG00000169877,2416,1930,2152,1541,-1.48,-0.60,-1.96,-1.21
HTplate01,G02,ENSG00000117533,3332,2757,2965,1965,0.76,1.07,0.14,-0.34
HTplate01,G03,ENSG00000114200,3323,2359,2798,2370,0.74,0.26,-0.29,0.50
HTplate01,G04,ENSG00000175931,3332,2118,2891,2393,0.76,-0.22,-0.05,0.54
HTplate01,G05,ENSG00000119457,2788,2379,2431,2262,-0.57,0.31,-1.24,0.27
HTplate01,G06,ENSG00000182508,2613,1626,2610,1649,-1.00,-1.21,-0.78,-0.99
HTplate01,G07,ENSG00000172939,2959,2143,2937,1686,-0.15,-0.17,0.07,-0.91
HTplate01,G08,ENSG00000107829,3256,1964,2815,2342,0.57,-0.53,-0.25,0.44
HTplate01,G09,ENSG00000184988,3318,2323,3019,2249,0.73,0.19,0.28,0.25
HTplate01,G10,ENSG00000177461,2786,2268,2565,1834,-0.57,0.08,-0.89,-0.61
HTplate01,G11,ENSG00000167900,2678,2326,2973,2142,-0.84,0.20,0.16,0.03
HTplate01,G12,ENSG00000136805,2247,1241,2252,1263,-1.89,-1.98,-1.70,-1.78
HTplate01,G13,ENSG00000115665,3058,2153,3126,2079,0.09,-0.15,0.56,-0.10
HTplate01,G14,ENSG00000172771,2864,1707,2409,2011,-0.38,-1.05,-1.30,-0.24
HTplate01,G15,ENSG00000126705,2635,2315,2706,1993,-0.94,0.18,-0.53,-0.28
HTplate01,G16,ENSG00000136872,2624,1357,2259,1329,-0.97,-1.75,-1.69,-1.65
HTplate01,G17,ENSG00000101544,3048,2393,2997,2330,0.07,0.33,0.22,0.41
HTplate01,G18,ENSG00000133704,2658,1795,2432,1951,-0.89,-0.87,-1.24,-0.37
HTplate01,G19,ENSG00000114638,3025,2599,3091,2469,0.01,0.75,0.46,0.70
HTplate01,G20,ENSG00000129562,2929,1851,2884,1810,-0.23,-0.75,-0.07,-0.66
HTplate01,G21,ENSG00000138669,3149,2061,2996,2070,0.31,-0.33,0.22,-0.12
HTplate01,G22,ENSG00000143151,3275,2564,3320,2471,0.62,0.68,1.06,0.70
HTplate01,G23,ENSG00000154114,3550,2807,3470,2666,1.29,1.17,1.45,1.11
HTplate01,G24,ENSG00000108654,2635,2093,2526,1898,-0.94,-0.27,-1.00,-0.48
HTplate01,H01,ENSG00000168899,2808,2659,3097,2241,-0.52,0.87,0.48,0.23
HTplate01,H02,ENSG00000180448,3353,2542,3114,2898,0.81,0.63,0.53,1.58
HTplate01,H03,ENSG00000143819,2975,2626,3010,2238,-0.11,0.80,0.26,0.22
HTplate01,H04,ENSG00000065457,3011,1661,3032,1814,-0.02,-1.14,0.31,-0.65
HTplate01,H05,ENSG00000134644,2714,2446,3020,2159,-0.75,0.44,0.28,0.06
HTplate01,H06,ENSG00000027697,3009,2430,3083,2389,-0.03,0.41,0.44,0.53
HTplate01,H07,ENSG00000143624,2950,2168,2908,2109,-0.17,-0.12,-0.01,-0.04
HTplate01,H08,ENSG00000083937,2778,2809,3200,2502,-0.60,1.17,0.75,0.77
HTplate01,H09,ENSG00000127564,3216,2293,2902,2044,0.48,0.13,-0.02,-0.17
HTplate01,H10,ENSG00000166016,2727,1902,2626,1782,-0.72,-0.65,-0.74,-0.71
HTplate01,H11,ENSG00000075568,2982,1992,2831,1996,-0.10,-0.47,-0.21,-0.28
HTplate01,H12,ENSG00000170175,2909,1991,2645,1898,-0.27,-0.47,-0.69,-0.48
HTplate01,H13,ENSG00000178999,2360,1326,2431,1607,-1.62,-1.81,-1.24,-1.08
HTplate01,H14,ENSG00000112787,2963,1993,2685,2023,-0.14,-0.47,-0.58,-0.22
HTplate01,H15,ENSG00000100450,3136,1965,2627,2299,0.28,-0.53,-0.74,0.35
HTplate01,H16,ENSG00000143179,2758,1853,2824,2297,-0.64,-0.75,-0.22,0.35
HTplate01,H17,ENSG00000168546,2998,1998,2890,2312,-0.06,-0.46,-0.05,0.38
HTplate01,H18,ENSG00000152207,3237,2141,3077,1843,0.53,-0.17,0.43,-0.59
HTplate01,H19,ENSG00000064703,3162,2169,3153,2126,0.34,-0.12,0.63,-0.01
HTplate01,H20,ENSG00000154999,3374,2370,3014,1864,0.86,0.29,0.26,-0.55
HTplate01,H21,ENSG00000091140,3108,2019,2768,2456,0.21,-0.42,-0.37,0.67
HTplate01,H22,ENSG00000170930,3343,2195,3186,2464,0.79,-0.06,0.71,0.69
HTplate01,H23,ENSG00000177294,3224,2670,3151,2524,0.50,0.89,0.62,0.81
HTplate01,H24,ENSG00000135477,3240,2308,3079,2546,0.54,0.16,0.43,0.86
HTplate01,I01,ENSG00000186350,3277,2227,3279,2353,0.63,0.00,0.95,0.46
HTplate01,I02,ENSG00000175262,2836,2270,2813,2476,-0.45,0.09,-0.25,0.71
HTplate01,I03,ENSG00000117501,3184,2549,2977,2290,0.40,0.65,0.17,0.33
HTplate01,I04,ENSG00000156097,2839,1572,3166,2026,-0.45,-1.32,0.66,-0.21
HTplate01,I05,ENSG00000167595,2907,2367,3057,2357,-0.28,0.28,0.38,0.47
HTplate01,I06,ENSG00000131381,3145,2248,3183,2114,0.30,0.04,0.70,-0.03
HTplate01,I07,ENSG00000132801,3078,1990,2954,2250,0.14,-0.48,0.11,0.25
HTplate01,I08,ENSG00000139624,3218,2284,2929,2382,0.48,0.12,0.05,0.52
HTplate01,I09,ENSG00000116147,3182,2090,3003,1859,0.39,-0.27,0.24,-0.56
HTplate01,I10,ENSG00000173588,3069,2104,2922,1959,0.12,-0.25,0.03,-0.35
HTplate01,I11,ENSG00000153015,3150,2227,2786,1976,0.32,0.00,-0.32,-0.32
HTplate01,I12,ENSG00000103021,3077,2412,2934,2425,0.14,0.37,0.06,0.61
HTplate01,I13,ENSG00000102021,2877,2219,3055,2217,-0.35,-0.02,0.37,0.18
HTplate01,I14,ENSG00000159113,2814,2435,2786,2184,-0.51,0.42,-0.32,0.11
HTplate01,I15,ENSG00000177669,2633,1475,2551,1540,-0.95,-1.51,-0.93,-1.21
HTplate01,I16,ENSG00000196139,2922,2141,2789,1852,-0.24,-0.17,-0.32,-0.57
HTplate01,I17,ENSG00000176476,3085,2126,2497,2327,0.16,-0.20,-1.07,0.41
HTplate01,I18,ENSG00000165886,2835,1512,2584,1595,-0.46,-1.44,-0.85,-1.10
HTplate01,I19,ENSG00000197677,3233,2295,3010,2212,0.52,0.14,0.26,0.17
HTplate01,I20,ENSG00000105401,2944,2237,2944,2294,-0.19,0.02,0.08,0.34
HTplate01,I21,ENSG00000147164,3288,2791,3254,2588,0.65,1.13,0.89,0.95
HTplate01,I22,ENSG00000145824,3200,2320,2904,2191,0.44,0.19,-0.02,0.13
HTplate01,I23,ENSG00000170788,3116,2709,3194,2294,0.23,0.97,0.73,0.34
HTplate01,I24,ENSG00000163428,2777,1749,2754,1937,-0.60,-0.96,-0.41,-0.40
HTplate01,J01,ENSG00000176402,3269,2558,3030,2887,0.61,0.67,0.31,1.56
HTplate01,J02,ENSG00000196563,3250,2309,2892,2533,0.56,0.17,-0.05,0.83
HTplate01,J03,ENSG00000171792,2649,1291,2396,1952,-0.91,-1.88,-1.33,-0.37
HTplate01,J04,ENSG00000156471,3073,1979,2821,2143,0.13,-0.50,-0.23,0.03
HTplate01,J05,ENSG00000107077,3131,2553,2938,2778,0.27,0.66,0.07,1.34
HTplate01,J06,ENSG00000157219,3110,2282,2861,2137,0.22,0.11,-0.13,0.02
HTplate01,J07,ENSG00000163032,3035,2356,2792,1827,0.04,0.26,-0.31,-0.62
HTplate01,J08,ENSG00000100154,3072,2206,2489,1576,0.12,-0.04,-1.09,-1.14
HTplate01,J09,ENSG00000135900,3129,2193,2848,2153,0.26,-0.07,-0.16,0.05
HTplate01,J10,ENSG00000162460,3014,1963,2766,1640,-0.02,-0.53,-0.37,-1.01
HTplate01,J11,ENSG00000140505,2954,1986,2568,1405,-0.16,-0.48,-0.89,-1.49
HTplate01,J12,ENSG00000029559,2892,1704,2654,1832,-0.32,-1.05,-0.66,-0.61
HTplate01,J13,ENSG00000197647,3201,2251,2675,2408,0.44,0.05,-0.61,0.57
HTplate01,J14,ENSG00000184220,3048,1955,2818,1881,0.07,-0.55,-0.24,-0.51
HTplate01,J15,ENSG00000198576,2713,2148,2919,1644,-0.75,-0.16,0.02,-1.00
HTplate01,J16,ENSG00000169291,3081,2048,2786,2010,0.15,-0.36,-0.32,-0.25
HTplate01,J17,ENSG00000177873,2851,1608,2731,1800,-0.41,-1.24,-0.46,-0.68
HTplate01,J18,ENSG00000186687,3351,2356,3155,2309,0.81,0.26,0.63,0.37
HTplate01,J19,ENSG00000178363,2993,2318,3176,2003,-0.07,0.18,0.69,-0.26
HTplate01,J20,ENSG00000165841,2948,1951,2763,2224,-0.18,-0.55,-0.38,0.20
HTplate01,J21,ENSG00000169410,2960,2537,2713,2242,-0.15,0.62,-0.51,0.23
HTplate01,J22,ENSG00000167193,2788,2016,2936,2119,-0.57,-0.42,0.07,-0.02
HTplate01,J23,ENSG00000137843,3660,2569,3263,2694,1.56,0.69,0.91,1.16
HTplate01,J24,ENSG00000177098,2867,2260,2755,2361,-0.38,0.07,-0.40,0.48
HTplate01,K01,ENSG00000196295,4264,2643,2488,2459,3.04,0.84,-1.09,0.68
HTplate01,K02,ENSG00000155099,5394,3664,4402,3468,5.81,2.89,3.85,2.76
HTplate01,K03,ENSG00000119328,3795,2761,3361,2973,1.89,1.07,1.16,1.74
HTplate01,K04,ENSG00000123575,3507,3014,3522,2491,1.19,1.58,1.58,0.75
HTplate01,K05,ENSG00000073169,3653,2763,3346,2712,1.55,1.08,1.13,1.20
HTplate01,K06,ENSG00000109929,3470,3475,3137,2777,1.10,2.51,0.58,1.33
HTplate01,K07,ENSG00000100426,3562,2782,2964,2826,1.32,1.12,0.14,1.43
HTplate01,K08,ENSG00000104872,3094,1979,2684,1668,0.18,-0.50,-0.59,-0.95
HTplate01,K09,ENSG00000139352,3215,2172,2842,2096,0.47,-0.11,-0.18,-0.07
HTplate01,K10,ENSG00000116251,2978,2489,2987,2606,-0.10,0.53,0.20,0.98
HTplate01,K11,ENSG00000130037,3028,2559,2700,2476,0.02,0.67,-0.55,0.71
HTplate01,K12,ENSG00000186688,3003,2280,3040,2339,-0.04,0.11,0.33,0.43
HTplate01,K13,ENSG00000159692,3013,2758,2716,2251,-0.02,1.07,-0.50,0.25
HTplate01,K14,ENSG00000197888,2878,1492,2816,2006,-0.35,-1.48,-0.25,-0.25
HTplate01,K15,ENSG00000163815,3115,2002,2679,1845,0.23,-0.45,-0.60,-0.59
HTplate01,K16,ENSG00000088881,3089,2332,2983,2559,0.17,0.21,0.19,0.88
HTplate01,K17,ENSG00000105447,3081,1997,3161,2318,0.15,-0.46,0.65,0.39
HTplate01,K18,ENSG00000159387,2724,1708,2922,1775,-0.73,-1.04,0.03,-0.73
HTplate01,K19,ENSG00000176363,2616,1648,2780,1889,-0.99,-1.16,-0.34,-0.50
HTplate01,K20,ENSG00000121851,2914,1832,2992,2286,-0.26,-0.79,0.21,0.32
HTplate01,K21,ENSG00000162924,3292,2434,3344,2617,0.66,0.42,1.12,1.00
HTplate01,K22,ENSG00000140905,3091,2246,3341,2671,0.17,0.04,1.11,1.12
HTplate01,K23,ENSG00000139899,3198,2143,3603,2274,0.43,-0.17,1.79,0.30
HTplate01,K24,ENSG00000135298,3365,2759,2859,3110,0.84,1.07,-0.14,2.02
HTplate01,L01,ENSG00000166181,3403,2359,2993,2265,0.94,0.26,0.21,0.28
HTplate01,L02,ENSG00000186847,3331,2943,2924,2475,0.76,1.44,0.03,0.71
HTplate01,L03,ENSG00000135625,3074,3070,3046,2467,0.13,1.69,0.35,0.69
HTplate01,L04,ENSG00000181495,3394,2439,3163,2500,0.91,0.43,0.65,0.76
HTplate01,L05,ENSG00000147257,3349,2488,2771,2447,0.80,0.52,-0.36,0.65
HTplate01,L06,ENSG00000175206,3158,2255,3094,2529,0.34,0.06,0.47,0.82
HTplate01,L07,ENSG00000160862,3052,2459,2879,2337,0.08,0.47,-0.08,0.43
HTplate01,L08,ENSG00000129159,3034,2195,2805,1819,0.03,-0.06,-0.27,-0.64
HTplate01,L09,ENSG00000141325,2956,2463,3019,2025,-0.16,0.47,0.28,-0.22
HTplate01,L10,ENSG00000185432,2101,691,1646,542,-2.25,-3.09,-3.27,-3.27
HTplate01,L11,ENSG00000010270,3040,2052,3277,2077,0.05,-0.35,0.95,-0.11
HTplate01,L12,ENSG00000189135,3505,2309,3212,2076,1.18,0.17,0.78,-0.11
HTplate01,L13,ENSG00000106305,3615,2361,2951,2428,1.45,0.27,0.10,0.62
HTplate01,L14,ENSG00000160294,3210,1370,2972,1315,0.46,-1.72,0.16,-1.68
HTplate01,L15,ENSG00000179151,2710,2297,2971,2454,-0.76,0.14,0.16,0.67
HTplate01,L16,ENSG00000136045,3118,2015,2978,1724,0.24,-0.43,0.17,-0.83
HTplate01,L17,ENSG00000188895,2648,1752,2290,1207,-0.91,-0.95,-1.61,-1.90
HTplate01,L18,ENSG00000011007,3245,1781,3004,2252,0.55,-0.90,0.24,0.25
HTplate01,L19,ENSG00000142279,2933,2071,2794,1983,-0.22,-0.31,-0.30,-0.30
HTplate01,L20,ENSG00000099960,3228,2095,3174,2017,0.51,-0.27,0.68,-0.23
HTplate01,L21,ENSG00000163959,3119,2299,2886,2103,0.24,0.14,-0.07,-0.05
HTplate01,L22,ENSG00000144867,3257,2339,3167,2247,0.58,0.23,0.66,0.24
HTplate01,L23,ENSG00000138308,2961,2035,2793,1811,-0.15,-0.39,-0.31,-0.66
HTplate01,L24,ENSG00000126698,2923,2828,3159,2362,-0.24,1.21,0.64,0.48
HTplate01,M01,ENSG00000095917,3152,2580,3085,2200,0.32,0.71,0.45,0.15
HTplate01,M02,ENSG00000162413,2910,2234,2879,1982,-0.27,0.01,-0.08,-0.30
HTplate01,M03,ENSG00000168348,3117,2744,3118,2770,0.24,1.04,0.54,1.32
HTplate01,M04,ENSG00000134917,3324,2256,2608,2726,0.74,0.06,-0.78,1.23
HTplate01,M07,ENSG00000187565,3148,3027,2868,2523,0.31,1.61,-0.11,0.81
HTplate01,M08,ENSG00000131171,2905,2588,2934,2385,-0.28,0.73,0.06,0.53
HTplate01,M09,ENSG00000105607,3606,2421,3030,2156,1.43,0.39,0.31,0.05
HTplate01,M10,ENSG00000176381,3315,2348,3120,2121,0.72,0.24,0.54,-0.02
HTplate01,M11,ENSG00000181523,3235,2270,3118,2427,0.52,0.09,0.54,0.61
HTplate01,M12,ENSG00000122584,3014,2581,2687,2511,-0.02,0.71,-0.58,0.79
