Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
PURA,1,0.188008865,1,-0.039526644,0.227535508
PURB,1,0.428857547,1,0.345679975,0.083177572
PURG,1,0.343687249,1,0.117375329,0.22631192
PUS1,1,-0.59507526,1,0.021769567,-0.616844826
PUS10,1,0.348788336,1,0.230854877,0.11793346
PUS3,1,-0.876535879,1,-0.001875438,-0.874660441
PUS7,1,0.285108131,1,-0.426742472,0.711850603
PUS7L,1,0.34750245,1,0.045902007,0.301600443
PUSL1,1,-0.689211132,1,0.080682657,-0.769893789
PVALB,1,-0.465269617,1,0.088988031,-0.554257647
PVR,1,-0.46322674,1,0.163999087,-0.627225828
PVRIG,1,0.377445205,1,0.258802629,0.118642575
PVRL1,1,0.18928348,1,0.119663653,0.069619827
PVRL2,1,0.312663813,1,-0.123469669,0.436133482
PVRL3,1,0.415223242,1,0.147457803,0.267765439
PVRL4,1,-0.368225163,1,0.249678072,-0.617903234
PWWP2A,1,0.260092646,1,-0.00611595,0.266208596
PWWP2B,1,-0.164762244,1,0.335772887,-0.500535131
PXDC1,1,0.414143965,1,0.17956252,0.234581444
PXDN,1,-0.350839981,1,0.268300274,-0.619140255
PXDNL,1,-0.313750461,1,0.354879671,-0.668630132
PXK,1,-0.428883315,1,0.014925371,-0.443808685
PXMP2,1,0.211150024,1,-0.065740952,0.276890976
PXMP4,1,0.307773438,1,0.248454342,0.059319096
PXN,1,-0.132920767,1,-0.220695019,0.087774252
PXT1,1,0.242723091,1,0.31667509,-0.073951999
PYCARD,1,0.243572637,1,-0.022099038,0.265671675
PYCR1,1,-0.791450915,1,-0.062504789,-0.728946126
PYCR2,1,-0.543520701,1,0.183063501,-0.726584202
PYDC1,1,0.234401521,1,0.071850123,0.162551398
PYGB,1,-0.42078203,1,0.152670515,-0.573452545
PYGL,1,-0.883166097,1,-0.174161184,-0.709004913
PYGM,1,-0.822089757,1,0.009939055,-0.832028812
PYGO1,1,-0.459896752,1,0.060045596,-0.519942348
PYGO2,1,-0.292721957,1,0.405535069,-0.698257026
PYHIN1,1,0.4843197,1,0.237450011,0.24686969
PYURF,1,0.173380487,1,0.014319845,0.159060643
PYY,1,0.238359,1,0.122141912,0.116217088
PZP,1,0.196050487,1,0.014090811,0.181959676
QDPR,1,-0.589014322,1,0.053248721,-0.642263043
QKI,1,0.081307504,1,0.069933568,0.011373936
QPCT,1,-0.414418046,1,0.334622549,-0.749040595
QPCTL,1,-0.528365797,1,0.031482444,-0.559848241
QPRT,1,-0.787980132,1,-0.073245265,-0.714734867
QRFP,1,0.193147586,1,0.063200997,0.129946589
QRFPR,1,-0.478110419,1,0.188727327,-0.666837747
QRICH1,1,-0.253390282,1,-0.358023205,0.104632923
QRICH2,1,0.124428739,1,0.036746377,0.087682362
QRSL1,0.131685,-1.579239724,1,-0.927233674,-0.65200605
QSER1,1,0.293227319,1,0.083956199,0.20927112
QSOX1,1,-0.522525716,1,0.201494648,-0.724020365
QSOX2,1,-0.645703532,1,0.046089747,-0.691793279
QTRT1,1,-0.473465352,1,-0.001504252,-0.471961101
QTRTD1,1,-0.632108699,1,0.172441526,-0.804550225
R3HCC1,1,-0.024791701,1,-0.205944937,0.181153236
R3HCC1L,1,0.182986668,1,-0.004890909,0.187877577
R3HDM2,1,0.091896794,1,-0.092134712,0.184031507
R3HDML,1,0.293048558,1,0.187625157,0.105423401
RAB11A,1,-0.26645569,1,0.048085129,-0.314540818
RAB11B,1,0.340107656,1,0.100482009,0.239625647
RAB11FIP1,1,0.044681167,1,-0.153446581,0.198127748
RAB11FIP2,1,0.133121739,1,-0.072290892,0.205412631
RAB11FIP3,1,0.066047197,1,0.100318005,-0.034270808
RAB11FIP4,1,0.271410245,1,0.157445723,0.113964523
RAB11FIP5,1,0.086740724,1,-0.156722994,0.243463718
RAB12,1,-0.402404464,1,0.298447237,-0.700851701
RAB13,1,-0.600520081,1,0.109166046,-0.709686127
RAB14,1,-0.752578851,1,0.063545779,-0.816124629
RAB15,1,-0.553938097,1,0.121637241,-0.675575338
RAB17,1,-0.504245238,1,0.0927561,-0.597001338
RAB18,1,-1.136664812,1,-0.1455887,-0.991076112
RAB19,1,-0.248157091,1,0.365209332,-0.613366424
RAB1A,1,-0.555957084,1,0.157646596,-0.71360368
RAB1B,1,-0.825523653,1,-0.158593391,-0.666930263
RAB20,1,-0.69740678,1,-0.042815437,-0.654591342
RAB21,1,-0.516757599,1,-0.03021121,-0.486546389
RAB22A,1,-0.70071951,1,0.035755437,-0.736474947
RAB23,1,-0.521875867,1,0.172532973,-0.69440884
RAB24,1,0.195946556,1,0.033930495,0.162016062
RAB25,1,-0.555208877,1,0.133378816,-0.688587693
RAB27A,1,-0.340916451,1,0.183200436,-0.524116887
RAB27B,1,-0.3039906,1,0.478723266,-0.782713866
RAB28,1,-0.193096367,1,0.394817823,-0.587914189
RAB2A,1,-0.354914736,1,0.209279711,-0.564194446
RAB2B,1,-0.450737956,1,0.386203368,-0.836941325
RAB30,1,-0.406775958,1,0.246200535,-0.652976493
RAB31,1,-0.447928435,1,0.306340942,-0.754269376
RAB32,1,0.235851889,1,0.02226782,0.213584069
RAB33A,1,-0.431425245,1,0.338223927,-0.769649172
RAB33B,1,-0.430197126,1,0.257727692,-0.687924818
RAB34,1,-0.903372421,1,-0.211584041,-0.69178838
RAB35,1,-0.583068096,1,0.35304901,-0.936117105
RAB36,1,-0.605127083,1,0.161882767,-0.76700985
RAB37,1,-0.550877474,1,0.084384882,-0.635262355
RAB38,1,-0.323134323,1,0.284196574,-0.607330897
RAB39A,1,-0.399787556,1,0.199230404,-0.599017959
RAB39B,1,-0.192081327,1,0.412395446,-0.604476773
RAB3A,1,-0.759261476,1,-0.034589321,-0.724672155
RAB3B,1,-0.725611597,1,0.010693494,-0.736305091
RAB3C,1,-0.23188732,1,0.40600574,-0.63789306
RAB3D,1,-0.291853613,1,0.199382855,-0.491236468
RAB3GAP1,1,0.244262233,1,0.030585186,0.213677046
RAB3GAP2,1,-0.577299422,1,0.176986333,-0.754285755
RAB3IL1,1,0.145222982,1,-0.065816586,0.211039569
RAB3IP,1,0.345868505,1,0.240880788,0.104987718
RAB40A,1,-0.38390118,1,0.463371954,-0.847273135
RAB40AL,1,-0.503695817,1,0.336687204,-0.840383021
RAB40B,1,-0.508095786,1,0.107349521,-0.615445307
RAB40C,1,-0.310228892,1,0.28273028,-0.592959172
RAB41,1,0.243870389,1,0.188223679,0.055646711
RAB42,1,0.286182781,1,0.147604768,0.138578013
RAB4A,1,-0.20049446,1,0.408062817,-0.608557277
RAB4B,1,-0.650196116,1,0.133630825,-0.783826942
RAB5A,1,-0.246045257,1,0.438947483,-0.68499274
RAB5B,1,-0.380308187,1,0.43765588,-0.817964068
RAB5C,1,-0.519105132,1,0.273112786,-0.792217918
RAB6A,1,-0.420284329,1,0.401334041,-0.821618369
RAB6B,1,-0.512860743,1,0.185507775,-0.698368518
RAB6C,1,-0.578433018,1,0.12771737,-0.706150387
RAB7L1,1,-0.443471276,1,0.268114003,-0.711585279
RAB8A,1,0.151520847,1,-0.015431068,0.166951915
RAB8B,1,-0.977335616,1,-0.20635901,-0.770976606
RAB9A,1,-0.107060563,1,0.298867167,-0.40592773
RAB9B,1,-0.311384245,1,0.398665522,-0.710049767
RABAC1,1,0.290067937,1,-0.007409419,0.297477356
RABEP1,1,-0.32897417,1,0.081712976,-0.410687146
RABEP2,1,0.026291388,1,-0.216791756,0.243083144
RABEPK,1,0.110615027,1,-0.117374179,0.227989206
RABGAP1,1,0.279207561,1,-0.020096043,0.299303604
RABGEF1,1,0.369151973,1,0.092941762,0.276210211
RABL3,1,-0.520556853,1,0.139291362,-0.659848215
RABL5,1,0.199717595,1,-0.153585763,0.353303358
RABL6,1,0.220196037,1,-0.018318693,0.238514731
RAC2,1,-0.710486426,1,-0.060451145,-0.650035281
RAC3,1,0.058292879,1,-0.018088475,0.076381354
RAD18,1,-0.159883405,1,0.301689708,-0.461573113
RAD21L1,1,0.038772576,1,-0.034176538,0.072949113
RAD23A,1,-0.504053361,1,0.197829023,-0.701882384
RAD51AP1,1,0.407178186,1,0.078412983,0.328765203
RAD51AP2,1,0.312322791,1,0.236011014,0.076311777
RAD52,1,0.065469657,1,-0.034234934,0.09970459
RAD54B,1,-0.54810788,1,0.19094784,-0.73905572
RAD54L,1,-0.791303569,1,-0.138050297,-0.653253272
RAD54L2,1,-0.626374427,1,0.048488926,-0.674863353
RAD9B,1,0.149615941,1,0.265788562,-0.116172622
RADIL,1,-0.090587106,1,-0.182738109,0.092151003
RAET1E,1,0.544261514,1,0.423961397,0.120300118
RAET1G,1,0.138838995,1,-0.155165632,0.294004626
RAET1L,1,0.187728384,1,0.081472353,0.106256031
RAG1,1,-0.218059474,1,0.421548632,-0.639608106
RAG2,1,-0.743993656,1,0.132022786,-0.876016442
RAI1,1,-0.594923131,1,-0.0265954,-0.568327731
RAI14,1,0.272126468,1,0.073502875,0.198623592
RAI2,1,0.379449937,1,0.319398932,0.060051006
RALA,1,-0.543672493,1,0.218270919,-0.761943413
RALB,1,-0.624920049,1,0.018848037,-0.643768086
RALBP1,1,-0.785357807,1,-0.175249432,-0.610108375
RALGAPA1,1,0.340574084,1,0.036613489,0.303960595
RALGAPA2,1,0.321050586,1,0.146390232,0.174660354
RALGAPB,1,0.684171294,1,1.024539995,-0.3403687
RALGDS,1,0.033859182,1,-0.235330457,0.26918964
RALGPS1,1,0.365148017,1,-0.079267483,0.4444155
RALGPS2,1,0.302278739,1,0.061688615,0.240590124
RALY,1,0.253126414,1,0.020667828,0.232458585
RALYL,1,0.254526718,1,0.019927989,0.234598729
RAMP1,1,-0.567786436,1,0.058507919,-0.626294355
RAMP2,1,-0.562048994,1,0.121495456,-0.68354445
RAMP3,1,-0.478927471,1,0.120868853,-0.599796324
RANBP10,1,0.38873929,1,0.341030312,0.047708978
RANBP17,1,-0.44144933,1,0.376575436,-0.818024766
RANBP3L,1,0.27090859,1,0.009207111,0.261701479
RANBP6,1,0.375137999,1,0.456241714,-0.081103715
RANBP9,1,0.119301724,1,-0.067937207,0.187238931
RANGRF,1,0.322849414,1,0.113304377,0.209545036
RAP1A,1,-0.510031479,1,-0.094945607,-0.415085872
RAP1B,1,-0.648585812,1,-0.214536797,-0.434049015
RAP1GAP,1,0.099610617,1,0.016450688,0.083159928
RAP1GAP2,1,0.243118637,1,-0.041426241,0.284544879
RAP1GDS1,1,0.284461154,1,-0.221406773,0.505867927
RAP2A,1,-0.512526636,1,0.070888653,-0.583415289
RAP2B,1,-0.478834959,1,0.149479246,-0.628314205
RAP2C,1,-0.409884704,1,0.251120385,-0.66100509
RAPGEF2,1,0.419857534,1,0.256765574,0.16309196
RAPGEF3,1,0.238874708,1,0.06202692,0.176847788
RAPGEF4,1,0.164175606,1,-0.02548967,0.189665275
RAPGEF5,1,0.347109115,1,0.175085344,0.172023771
RAPGEF6,1,0.195242329,1,-0.132293468,0.327535797
RAPGEFL1,1,0.232890009,1,0.026393182,0.206496827
RAPH1,1,0.255992048,1,-0.011298086,0.267290135
RAPSN,1,-0.604978692,1,-0.055653207,-0.549325485
RARB,1,-0.281316425,1,0.307385967,-0.588702392
RARRES1,1,-0.30835302,1,0.33093003,-0.63928305
RARRES2,1,-0.230600264,1,0.145343094,-0.375943357
RARRES3,1,0.181829172,1,0.162593836,0.019235336
RASA1,1,-0.357845547,1,0.242601259,-0.600446806
RASA2,1,0.555406111,1,0.395015256,0.160390855
RASA3,1,-0.477682803,1,0.215964173,-0.693646976
RASAL1,1,0.258768342,1,0.182876107,0.075892235
RASAL2,1,0.329283104,1,0.398089435,-0.068806331
RASAL3,1,0.184588977,1,0.014250768,0.170338209
RASD1,1,-0.488177987,1,0.206702372,-0.694880358
RASD2,1,-0.437234054,1,0.264610793,-0.701844847
RASEF,1,0.404983533,1,0.208441908,0.196541625
RASGEF1A,1,0.195985,1,-0.156646797,0.352631797
RASGEF1B,1,0.470444514,1,0.208936509,0.261508004
RASGEF1C,1,0.284875898,1,0.228832555,0.056043344
RASGRF1,1,0.198288702,1,0.180022658,0.018266045
RASGRF2,1,0.252673646,1,-0.061804597,0.314478243
RASGRP1,1,-0.082541212,1,-0.244840529,0.162299317
RASGRP3,1,0.278529484,1,0.138982926,0.139546558
RASGRP4,1,0.004606483,1,-0.116463478,0.121069961
RASIP1,1,0.23380652,1,-0.014604099,0.248410619
RASL10A,1,-0.480394878,1,0.085970558,-0.566365436
RASL10B,1,-0.3944793,1,0.150760277,-0.545239577
RASL11A,1,0.098673486,1,-0.113338916,0.212012402
RASL11B,1,-0.407774147,1,0.100367614,-0.508141761
RASL12,1,-0.379957524,1,0.088460374,-0.468417898
RASSF1,1,0.14750545,1,0.072228577,0.075276873
RASSF2,1,0.228893174,1,0.214169544,0.01472363
RASSF3,1,0.014976936,1,-0.270737345,0.285714281
RASSF5,1,0.358605712,1,0.231438984,0.127166727
RASSF6,1,0.535281333,1,0.102266519,0.433014814
RASSF7,1,0.176123348,1,0.158850436,0.017272912
RASSF8,1,0.324959345,1,0.087321877,0.237637467
RASSF9,1,-0.074194206,1,0.213986325,-0.288180531
RAVER1,1,0.198797189,1,0.013845989,0.1849512
RAVER2,1,0.201848666,1,-0.024837177,0.226685843
RAX,1,0.13449826,1,0.028344015,0.106154245
RAX2,1,0.370689316,1,0.267032523,0.103656793
RB1,1,-0.269425323,1,0.620021147,-0.88944647
RB1CC1,1,0.057499115,1,-0.259811043,0.317310159
RBAK,1,0.333091986,1,0.252650605,0.080441381
RBAK-RBAKDN,1,-0.086654502,1,0.049686566,-0.136341068
RBBP4,0.657978,-1.382723753,1,-0.315742786,-1.066980967
RBBP7,1,-0.424848756,1,0.272858888,-0.697707644
RBBP8NL,1,0.26612467,1,0.270998991,-0.004874321
RBBP9,1,0.349591758,1,0.282934501,0.066657257
RBCK1,1,-0.317459762,1,0.225087598,-0.54254736
RBFA,1,-0.310883447,1,-0.663515187,0.35263174
RBFOX1,1,0.136374463,1,-0.050466381,0.186840844
RBFOX2,1,-0.498045814,1,0.507250405,-1.00529622
RBFOX3,1,0.238598445,1,0.389725839,-0.151127394
RBKS,1,-0.996219238,1,-0.209296315,-0.786922923
RBL1,1,0.279250252,1,0.062125137,0.217125116
RBM11,1,0.372466441,1,0.315777275,0.056689166
RBM12,1,0.1921684,1,-0.080082486,0.272250886
RBM12B,1,0.110755579,1,0.088676764,0.022078815
RBM15B,1,0.117162552,1,-0.152711337,0.269873889
RBM20,1,0.297426553,1,0.144321501,0.153105052
RBM23,1,0.195727403,1,-0.038193126,0.233920529
RBM24,1,0.397968639,1,0.144952324,0.253016315
RBM27,1,0.0301059,1,-0.081434973,0.111540873
RBM3,1,0.303466779,1,0.250775658,0.052691121
RBM33,1,0.095670759,1,-0.230962646,0.326633405
RBM34,1,0.240741485,1,-0.232795989,0.473537474
RBM38,1,0.169355539,1,-0.04003287,0.209388409
RBM4,1,0.228175304,1,-0.11389244,0.342067744
RBM41,1,0.210607314,1,0.203808517,0.006798797
RBM42,1,0.255749517,1,-0.082825887,0.338575405
RBM43,1,0.241735288,1,0.055282299,0.18645299
RBM44,1,0.267669971,1,0.096869124,0.170800846
RBM45,1,0.433848826,1,0.287621363,0.146227464
RBM46,1,0.211567753,1,0.19098279,0.020584963
RBM47,1,0.307071098,1,0.164186168,0.14288493
RBM48,1,-0.556854295,1,-0.406683359,-0.150170935
RBM4B,1,0.31662041,1,-0.092764296,0.409384706
RBM6,1,-0.000495541,1,-0.32932005,0.32882451
RBM7,1,0.418108985,1,-0.344811974,0.762920959
RBMS1,1,0.303101107,1,0.225088892,0.078012215
RBMS2,1,0.224605885,1,0.012406576,0.212199309
RBMS3,1,0.050677761,1,-0.158494634,0.209172395
RBMX2,1,0.131698108,1,0.161388351,-0.029690242
RBMXL1,1,0.107833808,1,0.017165759,0.090668049
RBMXL2,1,0.328334031,1,0.142035203,0.186298828
RBMXL3,1,0.334399372,1,0.268551903,0.065847468
RBMY1A1,1,0.353945951,1,0.2844123,0.069533651
RBMY1B,1,0.306603939,1,0.300145044,0.006458895
RBMY1D,1,0.339940439,1,0.343234832,-0.003294392
RBMY1E,1,0.232473941,1,0.32296948,-0.090495539
RBMY1F,1,0.41074539,1,0.345120216,0.065625175
RBMY1J,1,0.331450213,1,0.24832958,0.083120633
RBP1,1,-0.491498315,1,0.15386266,-0.645360974
RBP2,1,0.208911186,1,0.084395791,0.124515395
RBP4,1,0.115570995,1,0.125597724,-0.010026728
RBP5,1,0.059062427,1,-0.119034175,0.178096602
RBP7,1,0.407502533,1,0.378225894,0.029276639
RBPJ,1,0.289545081,1,0.030183281,0.2593618
RBPJL,1,0.171983538,1,0.001210568,0.17077297
RBPMS,1,0.268418043,1,0.082588443,0.1858296
RBPMS2,1,0.206171983,1,0.212995883,-0.0068239
RC3H1,1,-0.691025609,1,0.154078029,-0.845103638
RC3H2,1,-0.318348549,1,0.681062229,-0.999410778
RCAN1,1,0.414929116,1,0.152197636,0.26273148
RCAN2,1,0.341634668,1,0.237940467,0.103694201
RCAN3,1,0.230596835,1,0.055976498,0.174620337
RCBTB1,1,-0.360367382,1,0.136011172,-0.496378555
RCBTB2,1,-0.287014154,1,0.283693261,-0.570707415
RCCD1,1,0.187557344,1,0.069640817,0.117916527
RCHY1,1,-0.559868338,1,0.047752266,-0.607620603
RCN1,1,0.206431408,1,0.008394555,0.198036853
RCN2,1,0.232090232,1,0.135483176,0.096607056
RCN3,1,0.085341441,1,-0.121530897,0.206872338
RCOR1,1,-0.388794447,1,0.148885588,-0.537680035
RCOR2,1,-0.561711704,1,0.190986411,-0.752698114
RCOR3,1,-0.446497557,1,0.146466911,-0.592964468
RCSD1,1,0.153427321,1,-0.20962663,0.363053952
RCVRN,1,-0.606470009,1,0.104203485,-0.710673494
RD3,1,0.195446076,1,0.38120385,-0.185757774
RD3L,1,0.413718096,1,0.117414183,0.296303913
RDH10,1,-0.639369797,1,-0.034788525,-0.604581272
RDH11,1,-0.630664806,1,-0.233201837,-0.397462969
RDH12,1,-0.407941833,1,0.318464001,-0.726405833
RDH13,1,-0.676292751,1,-0.011176677,-0.665116074
RDH14,1,-0.278385094,1,0.174529467,-0.452914561
RDH16,1,-0.475432237,1,0.108893555,-0.584325792
RDH8,1,-0.804770892,1,-0.201015824,-0.603755068
RDM1,1,0.356549521,1,-0.218268645,0.574818167
RDX,1,-0.436694459,1,0.337610186,-0.774304644
RECK,1,0.34842512,1,0.0598229,0.288602219
RECQL,1,-0.227957509,1,0.082694482,-0.31065199
RECQL5,1,-0.75175375,1,0.152950908,-0.904704658
REEP1,1,0.133070723,1,-3.22957E-06,0.133073952
REEP2,1,0.180882801,1,0.085138397,0.095744403
REEP3,1,0.333160229,1,0.179550455,0.153609774
REEP4,1,0.249203352,1,-0.012685384,0.261888736
REEP5,1,-0.210224269,1,0.214884111,-0.425108379
REEP6,1,0.179429866,1,0.175527342,0.003902524
REG1A,1,-0.323989366,1,0.338128799,-0.662118165
REG1B,1,0.362093664,1,0.374671681,-0.012578017
REG3A,1,0.365121489,1,0.23140006,0.13372143
REG3G,1,0.340411538,1,0.165420815,0.174990723
REG4,1,0.414341986,1,0.032117529,0.382224457
REL,1,-0.37398585,1,0.252678537,-0.626664388
RELA,1,-0.50207072,1,0.049513288,-0.551584007
RELB,1,-0.396517486,1,0.166052558,-0.562570044
RELL1,1,0.253006026,1,0.248023825,0.004982201
RELL2,1,0.377233869,1,0.190614879,0.18661899
RELN,1,-0.593165635,1,0.082266447,-0.675432082
RELT,1,0.07897098,1,-0.04292628,0.121897261
REM1,1,-0.307821438,1,0.318015083,-0.625836521
REM2,1,-0.740529789,1,-0.078745896,-0.661783892
REN,1,-0.462328764,1,0.011483259,-0.473812023
RENBP,1,-0.698244643,1,0.096226972,-0.794471615
REP15,1,0.045785752,1,-0.112932295,0.158718047
REPIN1,1,0.254524611,1,0.111106583,0.143418028
REPS1,1,0.028168566,1,-0.268355421,0.296523987
REPS2,1,0.358949902,1,0.450256641,-0.091306739
RER1,1,0.269775863,1,0.290297772,-0.020521909
RERE,1,-0.5958897,1,0.183366476,-0.779256176
RERG,1,-0.461718798,1,0.263783932,-0.72550273
RERGL,1,0.366374649,1,0.133675641,0.232699008
RESP18,1,0.365109077,1,-0.018755852,0.383864929
REST,1,0.188227878,1,-0.20798958,0.396217458
RET,1,-0.43812573,1,0.06436691,-0.50249264
RETN,1,0.216219385,1,-0.036352319,0.252571704
RETNLB,1,0.082597247,1,0.016952049,0.065645198
RETSAT,1,-0.62709873,1,-0.122499386,-0.504599344
REV1,1,-0.633104329,1,0.135175154,-0.768279482
REXO4,1,0.319535527,1,0.152344801,0.167190726
RFESD,1,0.300264555,1,0.19472955,0.105535005
RFK,1,-0.479429879,1,-0.054256655,-0.425173224
RFNG,1,-0.55748348,1,0.108831586,-0.666315066
RFPL1,1,-0.268762152,1,0.353496077,-0.622258229
RFPL2,1,-0.502595217,1,0.118454932,-0.621050149
RFPL3,1,-0.753648436,1,0.105905349,-0.859553786
RFPL4A,1,0.297989665,1,0.195090381,0.102899284
RFPL4AL1,1,0.401966904,1,0.080501147,0.321465756
RFPL4B,1,0.306131362,1,0.215131061,0.091000301
RFTN1,1,0.342821746,1,-0.03585496,0.378676707
RFTN2,1,0.322877478,1,0.289302998,0.03357448
RFWD2,1,-0.691547424,1,-0.032581535,-0.658965889
RFWD3,1,-0.834583154,1,-0.311316191,-0.523266963
RFX1,1,0.213459858,1,0.051535393,0.161924465
RFX2,1,0.300897345,1,0.11880729,0.182090055
RFX3,1,0.125165734,1,-0.22512727,0.350293004
RFX4,1,0.053949527,1,-0.187813048,0.241762574
RFX5,1,0.172896734,1,-0.188631539,0.361528273
RFX6,1,-0.320731102,1,0.15661091,-0.477342012
RFX8,1,0.169820182,1,-0.114603217,0.284423399
RFXANK,1,0.265277705,1,-0.091240859,0.356518565
RFXAP,1,-0.039796196,1,-0.105000872,0.065204676
RGAG1,1,0.255727256,1,0.126999595,0.128727661
RGAG4,1,0.344661737,1,0.057760658,0.286901079
RGCC,1,0.278125224,1,0.102637379,0.175487845
RGL1,1,0.148438746,1,0.058922066,0.08951668
RGL2,1,0.222750033,1,-0.133860503,0.356610536
RGL3,1,0.25039484,1,0.096325535,0.154069305
RGL4,1,0.027270426,1,-0.159382648,0.186653074
RGMA,1,0.275597577,1,0.162022937,0.11357464
RGMB,1,0.32237469,1,-0.025988522,0.348363212
RGN,1,-0.268449827,1,0.267988647,-0.536438475
RGP1,1,0.006237174,1,-0.326610174,0.332847348
RGPD3,1,0.142564473,1,-0.217811884,0.360376357
RGPD4,1,0.320847851,1,0.25092347,0.069924381
RGR,1,-0.541168048,1,0.144328274,-0.685496322
RGS1,1,0.463679244,1,0.351613442,0.112065802
RGS10,1,0.279686376,1,-0.020731966,0.300418342
RGS12,1,0.394366939,1,0.186953212,0.207413727
RGS13,1,0.385962524,1,0.300128704,0.08583382
RGS14,1,0.121353982,1,0.024694068,0.096659914
RGS16,1,0.277068299,1,0.110910363,0.166157936
RGS17,1,0.114701674,1,-0.31611373,0.430815404
RGS18,1,0.372472931,1,0.375378251,-0.002905321
RGS19,1,0.278894534,1,0.200508973,0.078385561
RGS2,1,0.22870515,1,0.150229757,0.078475393
RGS20,1,0.319924586,1,0.248985949,0.070938638
RGS21,1,0.387394509,1,0.335578999,0.05181551
RGS22,1,0.23453217,1,0.215001964,0.019530206
RGS3,1,0.346723173,1,-0.041637038,0.38836021
RGS4,1,0.385125325,1,0.084917628,0.300207696
RGS5,1,0.338364693,1,0.300666135,0.037698559
RGS6,1,-0.503881682,1,0.289363327,-0.793245009
RGS7,1,-0.326857961,1,0.293835273,-0.620693234
RGS7BP,1,0.251513263,1,0.257198053,-0.00568479
RGS8,1,0.13691017,1,0.118170475,0.018739695
RGS9,1,0.140934896,1,-0.023730576,0.164665472
RGS9BP,1,0.230986156,1,0.098927066,0.132059091
RGSL1,1,0.175693481,1,0.035845462,0.139848019
RHAG,1,-0.310004411,1,0.262878807,-0.572883219
RHBDD1,1,0.355077239,1,0.481422386,-0.126345147
RHBDD2,1,0.393242561,1,0.294889786,0.098352775
RHBDF1,1,0.137893618,1,-0.16937719,0.307270807
RHBDF2,1,0.126093447,1,-0.058137455,0.184230901
RHBDL2,1,-0.561683073,1,0.158504717,-0.720187789
RHBDL3,1,-0.52165487,1,0.239934338,-0.761589207
RHCE,1,-0.239352314,1,0.431569615,-0.670921929
RHCG,1,-0.500328253,1,0.325269561,-0.825597813
RHD,1,-0.387410882,1,0.340773464,-0.728184346
RHEB,1,-0.630948594,1,0.156419755,-0.787368349
RHEBL1,1,-0.494025065,1,0.189778014,-0.683803079
RHNO1,1,-0.228448376,1,-0.461153089,0.232704713
RHO,1,-0.609853895,1,0.043963032,-0.653816927
RHOA,1,0.356905013,1,0.034095103,0.32280991
RHOB,1,-0.388645149,1,0.126329654,-0.514974803
RHOBTB1,1,-0.372848192,1,0.303593253,-0.676441445
RHOBTB2,1,-0.367064894,1,0.289117152,-0.656182046
RHOBTB3,1,-0.183471792,1,0.361739124,-0.545210916
RHOC,1,-0.396991341,1,0.164049175,-0.561040516
RHOD,1,-0.441141779,1,0.293649543,-0.734791323
RHOF,1,-0.548190326,1,0.314242174,-0.8624325
RHOG,1,-0.740365139,1,-0.25834979,-0.482015348
RHOH,1,-0.373380031,1,0.323712687,-0.697092718
RHOJ,1,-0.30519357,1,0.274353524,-0.579547094
RHOT1,1,-0.479466988,1,0.090254671,-0.569721659
RHOT2,1,-0.8572933,1,0.0271939,-0.8844872
RHOU,1,-0.404002579,1,0.16252162,-0.5665242
RHOV,1,-0.6331886,1,0.078798503,-0.711987103
RHOXF1,1,0.285831083,1,0.178449691,0.107381392
RHOXF2,1,0.181378639,1,0.033306475,0.148072165
RHOXF2B,1,0.119489252,1,0.143142091,-0.023652839
RHPN2,1,0.370846641,1,0.155013414,0.215833227
RIBC1,1,0.123733366,1,-0.060705412,0.184438778
RIC3,1,0.385971314,1,0.257251679,0.128719634
RIC8B,1,0.260794058,1,0.260328009,0.000466049
RICTOR,1,0.216630954,1,0.111073871,0.105557083
RIF1,1,0.286384072,1,0.262456805,0.023927267
RIIAD1,1,0.472827358,1,0.267529471,0.205297886
RILP,1,0.100189046,1,-0.18435061,0.284539656
RIMBP2,1,0.18258896,1,0.137135665,0.045453295
RIMBP3,1,-0.10887952,1,-0.065016563,-0.043862957
RIMBP3B,1,0.201448253,1,0.140364773,0.06108348
RIMBP3C,1,0.192795275,1,-0.03620736,0.229002635
RIMKLA,1,0.289375012,1,0.095483582,0.19389143
RIMKLB,1,0.358635045,1,0.281350467,0.077284578
RIMS1,1,0.274294535,1,0.013947905,0.26034663
RIMS2,1,-0.554629463,1,0.20071025,-0.755339714
RIMS3,1,0.112304557,1,-0.133510264,0.245814821
RIMS4,1,0.033545059,1,-0.01172568,0.045270739
RIN1,1,0.116319327,1,0.126366043,-0.010046716
RIN2,1,0.337728426,1,0.0345789,0.303149526
RIN3,1,0.089971297,1,0.020645965,0.069325331
RING1,1,-0.717112707,1,0.130483967,-0.847596674
RINL,1,0.276540512,1,0.204028492,0.07251202
RIOK3,1,-0.447877148,1,0.474757544,-0.922634693
RIPK1,1,-0.252815575,1,0.329976078,-0.582791654
RIPK2,1,-0.426271318,1,-0.090916617,-0.335354701
RIPK3,1,-0.494653399,1,0.143682152,-0.638335551
RIPK4,1,-0.307888736,1,-0.240745012,-0.067143724
RIPPLY1,1,-0.076085974,1,-0.004334188,-0.071751785
RIPPLY2,1,0.033535014,1,-0.066802729,0.100337743
